mcs10_b03_s40.A35 80.226547 7143 mcs10 bvg 40
mcs10_b03_s40.A36 15.023391 1659 mcs10 bvg 40
mcs10_b03_s40.A37 63.566036 114 mcs10 bvg 40
mcs10_b03_s40.A38 10.177461 683 mcs10 bvg 40
mcs10_b03_s40.A39 4.818263 65 mcs10 bvg 40
mcs10_b03_s40.A40 28.136936 2881 mcs10 bvg 40
mcs10_b03_s40.A41 19.316128 855 mcs10 bvg 40
mcs10_b03_s40.A42 7.652291 576 mcs10 bvg 40
mcs10_b03_s40.A43 33.086285 6593 mcs10 bvg 40
mcs10_b03_s40.A44 67.262939 69 mcs10 bvg 40
mcs10_b03_s40.A45 16.372278 33 mcs10 bvg 40
mcs10_b03_s40.A46 72.365097 150 mcs10 bvg 40
mcs10_b03_s40.A47 43.910046 551 mcs10 bvg 40
mcs10_b03_s40.A48 41.864326 1290 mcs10 bvg 40
mcs10_b03_s40.A49 3.561787 338 mcs10 bvg 40
mcs10_b03_s40.A50 37.164375 597 mcs10 bvg 40
mcs10_b03_s40.A51 7.485927 125 mcs10 bvg 40
mcs10_b03_s40.A52 17.045815 654 mcs10 bvg 40
mcs10_b03_s40.A53 20.326693 310 mcs10 bvg 40
mcs10_b03_s40.A54 9.245826 195 mcs10 bvg 40
mcs10_b03_s40.A55 0.670315 490 mcs10 bvg 40
mcs10_b03_s40.A56 16.650913 4717 mcs10 bvg 40
mcs10_b03_s40.A57 24.169107 3009 mcs10 bvg 40
mcs10_b03_s40.A58 12.600564 31 mcs10 bvg 40
mcs10_b03_s40.A59 38.821667 43 mcs10 bvg 40
mcs10_b03_s40.A60 16.790472 285 mcs10 bvg 40
mcs10_b03_s40.A61 4.274988 227 mcs10 bvg 40
mcs10_b03_s40.A62 1.656995 7 mcs10 bvg 40
mcs10_b03_s40.A63 68.957901 1486 mcs10 bvg 40
mcs10_b03_s40.A64 43.452496 75 mcs10 bvg 40
mcs10_b03_s40.A65 19.266701 924 mcs10 bvg 40
mcs10_b03_s40.A66 16.147356 2622 mcs10 bvg 40
mcs10_b03_s40.A67 3.940307 51 mcs10 bvg 40
mcs10_b03_s40.A68 36.622486 121 mcs10 bvg 40
mcs10_b03_s40.A69 21.490892 307 mcs10 bvg 40
mcs10_b03_s40.A70 0.634882 49 mcs10 bvg 40
mcs10_b03_s40.A71 20.388573 223 mcs10 bvg 40
mcs10_b03_s40.A72 19.716120 3124 mcs10 bvg 40
mcs10_b03_s40.A73 50.350582 91 mcs10 bvg 40
mcs10_b03_s40.A74 19.436928 96 mcs10 bvg 40
mcs10_b03_s40.A75 7.500859 892 mcs10 bvg 40
mcs10_b03_s40.A76 7.899392 401 mcs10 bvg 40
mcs10_b03_s40.A77 26.725952 1966 mcs10 bvg 40
mcs10_b03_s40.A78 4.147953 153 mcs10 bvg 40
mcs10_b03_s40.A79 54.465137 367 mcs10 bvg 40
mcs10_b03_s40.A80 27.702568 64 mcs10 bvg 40
mcs10_b03_s40.A81 17.218117 26 mcs10 bvg 40
mcs10_b03_s40.A82 8.261240 209 mcs10 bvg 40
mcs10_b03_s40.A83 24.503740 231 mcs10 bvg 40
mcs10_b03_s40.A84 26.026764 200 mcs10 bvg 40
mcs10_b03_s40.A85 25.127205 55 mcs10 bvg 40
mcs10_b03_s40.A86 20.143223 2679 mcs10 bvg 40
mcs10_b03_s40.A87 21.158169 147 mcs10 bvg 40
mcs10_b03_s40.A88 10.694415 1796 mcs10 bvg 40
mcs10_b03_s40.A89 45.080387 13 mcs10 bvg 40
mcs10_b03_s40.A90 2.907361 135 mcs10 bvg 40
mcs10_b03_s40.A91 15.015149 333 mcs10 bvg 40
mcs10_b03_s40.A92 47.594582 2374 mcs10 bvg 40
mcs10_b03_s40.A93 9.836514 121 mcs10 bvg 40
mcs10_b03_s40.A94 5.766728 319 mcs10 bvg 40
mcs10_b03_s40.A95 3.080748 103 mcs10 bvg 40
mcs10_b03_s40.A96 52.978840 2725 mcs10 bvg 40
mcs10_b03_s40.A97 29.479504 1230 mcs10 bvg 40
mcs10_b03_s40.A98 0.259485 203 mcs10 bvg 40
mcs10_b03_s40.A99 8.016717 462 mcs10 bvg 40
mcs10_b03m_s40.A00 14.361137 1800 mcs10 bvg 40
mcs10_b03m_s40.A01 8.745519 79 mcs10 bvg 40
mcs10_b03m_s40.A02 51.748753 1577 mcs10 bvg 40
mcs10_b03m_s40.A03 37.050880 29 mcs10 bvg 40
mcs10_b03m_s40.A04 31.038511 1373 mcs10 bvg 40
mcs10_b03m_s40.A05 4.472789 158 mcs10 bvg 40
mcs10_b03m_s40.A06 63.293922 1017 mcs10 bvg 40
mcs10_b03m_s40.A07 0.216454 1310 mcs10 bvg 40
mcs10_b03m_s40.A08 8.258823 38 mcs10 bvg 40
mcs10_b03m_s40.A09 53.430908 5853 mcs10 bvg 40
mcs10_b03m_s40.A10 42.327187 8944 mcs10 bvg 40
mcs10_b03m_s40.A11 30.181053 3355 mcs10 bvg 40
mcs10_b03m_s40.A12 46.112076 151 mcs10 bvg 40
mcs10_b03m_s40.A13 55.114834 45 mcs10 bvg 40
mcs10_b03m_s40.A14 1.265115 4277 mcs10 bvg 40
mcs10_b03m_s40.A15 2.785864 88 mcs10 bvg 40
mcs10_b03m_s40.A16 40.737545 978 mcs10 bvg 40
mcs10_b03m_s40.A17 31.034103 1765 mcs10 bvg 40
mcs10_b03m_s40.A18 96.557739 432 mcs10 bvg 40
mcs10_b03m_s40.A19 15.833194 389 mcs10 bvg 40
mcs10_b03m_s40.A20 10.915589 108 mcs10 bvg 40
mcs10_b03m_s40.A21 272.209839 2267 mcs10 bvg 40
mcs10_b03m_s40.A22 7.782528 326 mcs10 bvg 40
mcs10_b03m_s40.A23 11.462466 468 mcs10 bvg 40
mcs10_b03m_s40.A24 14.486254 246 mcs10 bvg 40
mcs10_b03m_s40.A25 24.513041 22 mcs10 bvg 40
mcs10_b03m_s40.A26 5.705785 157 mcs10 bvg 40
mcs10_b03m_s40.A27 19.400513 4417 mcs10 bvg 40
mcs10_b03m_s40.A28 2.700345 594 mcs10 bvg 40
mcs10_b03m_s40.A29 31.657478 3292 mcs10 bvg 40
mcs10_b03m_s40.A30 9.659012 51 mcs10 bvg 40
mcs10_b03m_s40.A31 43.906559 1721 mcs10 bvg 40
mcs10_b03m_s40.A32 54.819160 2908 mcs10 bvg 40
mcs10_b03m_s40.A33 20.624466 1124 mcs10 bvg 40
mcs10_b03m_s40.A34 25.790651 1036 mcs10 bvg 40
mcs10_b03m_s40.A35 21.922432 313 mcs10 bvg 40
mcs10_b03m_s40.A36 1.505510 358 mcs10 bvg 40
mcs10_b03m_s40.A37 247.070023 1358 mcs10 bvg 40
mcs10_b03m_s40.A38 205.224640 11636 mcs10 bvg 40
mcs10_b03m_s40.A39 6.518106 122 mcs10 bvg 40
mcs10_b03m_s40.A40 1.965508 9 mcs10 bvg 40
mcs10_b03m_s40.A41 5.270926 7117 mcs10 bvg 40
mcs10_b03m_s40.A42 23.636209 21 mcs10 bvg 40
mcs10_b03m_s40.A43 209.377380 9 mcs10 bvg 40
mcs10_b03m_s40.A44 14.772514 224 mcs10 bvg 40
mcs10_b03m_s40.A45 14.304727 4365 mcs10 bvg 40
mcs10_b03m_s40.A46 1.273599 4971 mcs10 bvg 40
mcs10_b03m_s40.A47 3.867336 4048 mcs10 bvg 40
mcs10_b03m_s40.A48 86.384850 89590 mcs10 bvg 40
mcs10_b03m_s40.A49 2.903769 11 mcs10 bvg 40
mcs10_b03m_s40.A50 135.895660 206 mcs10 bvg 40
mcs10_b03m_s40.A51 108.491264 542 mcs10 bvg 40
mcs10_b03m_s40.A52 9.169767 94 mcs10 bvg 40
mcs10_b03m_s40.A53 9.719746 647 mcs10 bvg 40
mcs10_b03m_s40.A54 9.177862 45 mcs10 bvg 40
mcs10_b03m_s40.A55 5.631724 1297 mcs10 bvg 40
mcs10_b03m_s40.A56 27.671576 825 mcs10 bvg 40
mcs10_b03m_s40.A57 45.707481 322 mcs10 bvg 40
mcs10_b03m_s40.A58 14.106513 1005 mcs10 bvg 40
mcs10_b03m_s40.A59 14.345922 518 mcs10 bvg 40
mcs10_b03m_s40.A60 47.431541 1962 mcs10 bvg 40
mcs10_b03m_s40.A61 11.152523 2036 mcs10 bvg 40
mcs10_b03m_s40.A62 149.160233 426 mcs10 bvg 40
mcs10_b03m_s40.A63 49.599979 3242 mcs10 bvg 40
mcs10_b03m_s40.A64 29.851591 5053 mcs10 bvg 40
mcs10_b03m_s40.A65 6.315147 3720 mcs10 bvg 40
mcs10_b03m_s40.A66 51.526539 19 mcs10 bvg 40
mcs10_b03m_s40.A67 71.036110 2786 mcs10 bvg 40
mcs10_b03m_s40.A68 14.020713 10 mcs10 bvg 40
mcs10_b03m_s40.A69 42.366898 738 mcs10 bvg 40
mcs10_b03m_s40.A70 10.975747 659 mcs10 bvg 40
mcs10_b03m_s40.A71 66.548409 2593 mcs10 bvg 40
mcs10_b03m_s40.A72 13.157582 187 mcs10 bvg 40
mcs10_b03m_s40.A73 16.170183 203 mcs10 bvg 40
mcs10_b03m_s40.A74 10.620642 74 mcs10 bvg 40
mcs10_b03m_s40.A75 37.619835 900 mcs10 bvg 40
mcs10_b03m_s40.A76 17.124752 1444 mcs10 bvg 40
mcs10_b03m_s40.A77 1.998161 90 mcs10 bvg 40
mcs10_b03m_s40.A78 14.227653 427 mcs10 bvg 40
mcs10_b03m_s40.A79 10.414190 242 mcs10 bvg 40
mcs10_b03m_s40.A80 3.758731 4174 mcs10 bvg 40
mcs10_b03m_s40.A81 85.658707 236 mcs10 bvg 40
mcs10_b03m_s40.A82 7.940584 30 mcs10 bvg 40
mcs10_b03m_s40.A83 1.476792 192 mcs10 bvg 40
mcs10_b03m_s40.A84 6.356882 18 mcs10 bvg 40
mcs10_b03m_s40.A85 5.210195 1308 mcs10 bvg 40
mcs10_b03m_s40.A86 2.208415 25 mcs10 bvg 40
mcs10_b03m_s40.A87 56.904179 3693 mcs10 bvg 40
mcs10_b03m_s40.A88 23.219980 317 mcs10 bvg 40
mcs10_b03m_s40.A89 1.242917 36 mcs10 bvg 40
mcs10_b03m_s40.A90 6.510385 646 mcs10 bvg 40
mcs10_b03m_s40.A91 30.417116 903 mcs10 bvg 40
mcs10_b03m_s40.A92 1.435547 40 mcs10 bvg 40
mcs10_b03m_s40.A93 19.377451 2775 mcs10 bvg 40
mcs10_b03m_s40.A94 39.678020 739 mcs10 bvg 40
mcs10_b03m_s40.A95 92.394829 180 mcs10 bvg 40
mcs10_b03m_s40.A96 53.243176 325 mcs10 bvg 40
mcs10_b03m_s40.A97 6.666423 119 mcs10 bvg 40
mcs10_b03m_s40.A98 7.301642 2372 mcs10 bvg 40
mcs10_b03m_s40.A99 25.504013 943 mcs10 bvg 40
mcs10_m2D_s40.A00 27.197168 1519 mcs10 m2D 40
mcs10_m2D_s40.A01 13.653116 622 mcs10 m2D 40
mcs10_m2D_s40.A02 3.178857 20 mcs10 m2D 40
mcs10_m2D_s40.A03 8.811214 99 mcs10 m2D 40
mcs10_m2D_s40.A04 43.444237 99 mcs10 m2D 40
mcs10_m2D_s40.A05 14.946419 153 mcs10 m2D 40
mcs10_m2D_s40.A06 15.824028 961 mcs10 m2D 40
mcs10_m2D_s40.A07 28.086519 324 mcs10 m2D 40
mcs10_m2D_s40.A08 0.648607 61 mcs10 m2D 40
mcs10_m2D_s40.A09 7.316821 22 mcs10 m2D 40
mcs10_m2D_s40.A10 48.558594 17 mcs10 m2D 40
mcs10_m2D_s40.A11 14.905560 520 mcs10 m2D 40
mcs10_m2D_s40.A12 13.787089 17981 mcs10 m2D 40
mcs10_m2D_s40.A13 6.937430 180 mcs10 m2D 40
mcs10_m2D_s40.A14 9.118125 1084 mcs10 m2D 40
mcs10_m2D_s40.A15 44.879063 96 mcs10 m2D 40
mcs10_m2D_s40.A16 139.690048 1213 mcs10 m2D 40
mcs10_m2D_s40.A17 325.663361 8425 mcs10 m2D 40
mcs10_m2D_s40.A18 2.142172 105 mcs10 m2D 40
mcs10_m2D_s40.A19 27.749777 55 mcs10 m2D 40
mcs10_m2D_s40.A20 13.053776 1182 mcs10 m2D 40
mcs10_m2D_s40.A21 7.602770 85 mcs10 m2D 40
mcs10_m2D_s40.A22 58.526783 339 mcs10 m2D 40
mcs10_m2D_s40.A23 16.685038 137 mcs10 m2D 40
mcs10_m2D_s40.A24 85.506737 642 mcs10 m2D 40
mcs10_m2D_s40.A25 4.850289 194 mcs10 m2D 40
mcs10_m2D_s40.A26 7.357241 250 mcs10 m2D 40
mcs10_m2D_s40.A27 39.871922 362 mcs10 m2D 40
mcs10_m2D_s40.A28 6.016001 321 mcs10 m2D 40
mcs10_m2D_s40.A29 18.705593 540 mcs10 m2D 40
mcs10_m2D_s40.A30 58.423679 633 mcs10 m2D 40
mcs10_m2D_s40.A31 8.482429 111 mcs10 m2D 40
mcs10_m2D_s40.A32 6.499238 104 mcs10 m2D 40
mcs10_m2D_s40.A33 14.804030 38 mcs10 m2D 40
mcs10_m2D_s40.A34 4.804280 39 mcs10 m2D 40
mcs10_m2D_s40.A35 23.106760 176 mcs10 m2D 40
mcs10_m2D_s40.A36 19.884935 36 mcs10 m2D 40
mcs10_m2D_s40.A37 94.124199 277 mcs10 m2D 40
mcs10_m2D_s40.A38 27.511087 374 mcs10 m2D 40
mcs10_m2D_s40.A39 1.938348 32 mcs10 m2D 40
mcs10_m2D_s40.A40 2.319242 38 mcs10 m2D 40
mcs10_m2D_s40.A41 45.730190 3855 mcs10 m2D 40
mcs10_m2D_s40.A42 37.256241 455 mcs10 m2D 40
mcs10_m2D_s40.A43 12.699442 161 mcs10 m2D 40
mcs10_m2D_s40.A44 6.110999 165 mcs10 m2D 40
mcs10_m2D_s40.A45 10.957504 962 mcs10 m2D 40
mcs10_m2D_s40.A46 18.151733 50 mcs10 m2D 40
mcs10_m2D_s40.A47 1.994176 306 mcs10 m2D 40
mcs10_m2D_s40.A48 5.299304 245 mcs10 m2D 40
mcs10_m2D_s40.A49 10.118276 571 mcs10 m2D 40
mcs10_m2D_s40.A50 9.812924 67 mcs10 m2D 40
mcs10_m2D_s40.A51 13.646915 903 mcs10 m2D 40
mcs10_m2D_s40.A52 3.436193 70 mcs10 m2D 40
mcs10_m2D_s40.A53 15.007863 468 mcs10 m2D 40
mcs10_m2D_s40.A54 6.508472 23 mcs10 m2D 40
mcs10_m2D_s40.A55 4.978683 21 mcs10 m2D 40
mcs10_m2D_s40.A56 11.524641 280 mcs10 m2D 40
mcs10_m2D_s40.A57 19.567497 41 mcs10 m2D 40
mcs10_m2D_s40.A58 1.081676 5 mcs10 m2D 40
mcs10_m2D_s40.A59 3.607552 36 mcs10 m2D 40
mcs10_m2D_s40.A60 4.089170 242 mcs10 m2D 40
mcs10_m2D_s40.A61 23.570944 498 mcs10 m2D 40
mcs10_m2D_s40.A62 102.101662 1366 mcs10 m2D 40
mcs10_m2D_s40.A63 8.292262 622 mcs10 m2D 40
mcs10_m2D_s40.A64 36.852005 124 mcs10 m2D 40
mcs10_m2D_s40.A65 0.509375 451 mcs10 m2D 40
mcs10_m2D_s40.A66 31.044249 150 mcs10 m2D 40
mcs10_m2D_s40.A67 30.666552 45 mcs10 m2D 40
mcs10_m2D_s40.A68 3.633749 3821 mcs10 m2D 40
mcs10_m2D_s40.A69 4.620001 635 mcs10 m2D 40
mcs10_m2D_s40.A70 6.915824 13 mcs10 m2D 40
mcs10_m2D_s40.A71 26.963575 540 mcs10 m2D 40
mcs10_m2D_s40.A72 15.379370 856 mcs10 m2D 40
mcs10_m2D_s40.A73 19.721796 303 mcs10 m2D 40
mcs10_m2D_s40.A74 7.660424 270 mcs10 m2D 40
mcs10_m2D_s40.A75 35.296646 85 mcs10 m2D 40
mcs10_m2D_s40.A76 44.469685 236 mcs10 m2D 40
mcs10_m2D_s40.A77 1.106656 12 mcs10 m2D 40
mcs10_m2D_s40.A78 35.024929 92 mcs10 m2D 40
mcs10_m2D_s40.A79 3.192889 188 mcs10 m2D 40
mcs10_m2D_s40.A80 3.652419 306 mcs10 m2D 40
mcs10_m2D_s40.A81 23.504326 251 mcs10 m2D 40
mcs10_m2D_s40.A82 24.694267 221 mcs10 m2D 40
mcs10_m2D_s40.A83 4.946432 118 mcs10 m2D 40
mcs10_m2D_s40.A84 29.856571 489 mcs10 m2D 40
mcs10_m2D_s40.A85 11.372837 154 mcs10 m2D 40
mcs10_m2D_s40.A86 68.091034 14451 mcs10 m2D 40
mcs10_m2D_s40.A87 4.870232 129 mcs10 m2D 40
mcs10_m2D_s40.A88 17.834805 129 mcs10 m2D 40
mcs10_m2D_s40.A89 6.776651 57 mcs10 m2D 40
mcs10_m2D_s40.A90 12.963628 18 mcs10 m2D 40
mcs10_m2D_s40.A91 3.049292 28 mcs10 m2D 40
mcs10_m2D_s40.A92 11.056184 35 mcs10 m2D 40
mcs10_m2D_s40.A93 21.262333 319 mcs10 m2D 40
mcs10_m2D_s40.A94 105.848602 366 mcs10 m2D 40
mcs10_m2D_s40.A95 6.578556 293 mcs10 m2D 40
mcs10_m2D_s40.A96 18.627756 195 mcs10 m2D 40
mcs10_m2D_s40.A97 9.748940 140 mcs10 m2D 40
mcs10_m2D_s40.A98 3.805965 82 mcs10 m2D 40
mcs10_m2D_s40.A99 10.530988 1299 mcs10 m2D 40
mcs10_m2Dr4_s40.A00 3.009812 31 mcs10 m2D 40
mcs10_m2Dr4_s40.A01 16.931488 234 mcs10 m2D 40
mcs10_m2Dr4_s40.A02 25.056028 69 mcs10 m2D 40
mcs10_m2Dr4_s40.A03 7.317062 334 mcs10 m2D 40
mcs10_m2Dr4_s40.A04 5.079371 33 mcs10 m2D 40
mcs10_m2Dr4_s40.A05 4.980136 136 mcs10 m2D 40
mcs10_m2Dr4_s40.A06 11.384545 123 mcs10 m2D 40
mcs10_m2Dr4_s40.A07 4.015070 66 mcs10 m2D 40
mcs10_m2Dr4_s40.A08 4.274526 39 mcs10 m2D 40
mcs10_m2Dr4_s40.A09 0.817152 18 mcs10 m2D 40
mcs10_m2Dr4_s40.A10 5.638348 45 mcs10 m2D 40
mcs10_m2Dr4_s40.A11 1.400093 59 mcs10 m2D 40
mcs10_m2Dr4_s40.A12 5.956932 84 mcs10 m2D 40
mcs10_m2Dr4_s40.A13 9.060978 74 mcs10 m2D 40
mcs10_m2Dr4_s40.A14 2.686568 422 mcs10 m2D 40
mcs10_m2Dr4_s40.A15 0.725964 28 mcs10 m2D 40
mcs10_m2Dr4_s40.A16 9.080722 94 mcs10 m2D 40
mcs10_m2Dr4_s40.A17 21.995909 158 mcs10 m2D 40
mcs10_m2Dr4_s40.A18 1.505934 82 mcs10 m2D 40
mcs10_m2Dr4_s40.A19 1.531427 8 mcs10 m2D 40
mcs10_m2Dr4_s40.A20 5.921726 344 mcs10 m2D 40
mcs10_m2Dr4_s40.A21 5.890601 157 mcs10 m2D 40
mcs10_m2Dr4_s40.A22 4.033247 132 mcs10 m2D 40
mcs10_m2Dr4_s40.A23 8.537960 482 mcs10 m2D 40
mcs10_m2Dr4_s40.A24 2.746155 8 mcs10 m2D 40
mcs10_m2Dr4_s40.A25 24.258266 173 mcs10 m2D 40
mcs10_m2Dr4_s40.A26 9.958885 57 mcs10 m2D 40
mcs10_m2Dr4_s40.A27 7.022619 356 mcs10 m2D 40
mcs10_m2Dr4_s40.A28 2.582131 40 mcs10 m2D 40
mcs10_m2Dr4_s40.A29 23.092016 77 mcs10 m2D 40
mcs10_m2Dr4_s40.A30 11.454692 163 mcs10 m2D 40
mcs10_m2Dr4_s40.A31 5.513222 216 mcs10 m2D 40
mcs10_m2Dr4_s40.A32 13.746679 119 mcs10 m2D 40
mcs10_m2Dr4_s40.A33 2.917929 35 mcs10 m2D 40
mcs10_m2Dr4_s40.A34 3.985304 26 mcs10 m2D 40
mcs10_m2Dr4_s40.A35 3.574320 83 mcs10 m2D 40
mcs10_m2Dr4_s40.A36 1.891101 104 mcs10 m2D 40
mcs10_m2Dr4_s40.A37 4.052686 36 mcs10 m2D 40
mcs10_m2Dr4_s40.A38 6.156108 61 mcs10 m2D 40
mcs10_m2Dr4_s40.A39 2.032678 32 mcs10 m2D 40
mcs10_m2Dr4_s40.A40 4.642493 17 mcs10 m2D 40
mcs10_m2Dr4_s40.A41 1.472847 84 mcs10 m2D 40
mcs10_m2Dr4_s40.A42 6.803799 73 mcs10 m2D 40
mcs10_m2Dr4_s40.A43 5.234180 167 mcs10 m2D 40
mcs10_m2Dr4_s40.A44 3.539913 351 mcs10 m2D 40
mcs10_m2Dr4_s40.A45 2.364658 97 mcs10 m2D 40
mcs10_m2Dr4_s40.A46 11.317614 112 mcs10 m2D 40
mcs10_m2Dr4_s40.A47 10.670603 63 mcs10 m2D 40
mcs10_m2Dr4_s40.A48 5.357121 340 mcs10 m2D 40
mcs10_m2Dr4_s40.A49 10.671919 1026 mcs10 m2D 40
mcs10_m2Dr4_s40.A50 5.335608 92 mcs10 m2D 40
mcs10_m2Dr4_s40.A51 8.445034 116 mcs10 m2D 40
mcs10_m2Dr4_s40.A52 4.855657 161 mcs10 m2D 40
mcs10_m2Dr4_s40.A53 6.509021 295 mcs10 m2D 40
mcs10_m2Dr4_s40.A54 3.394185 22 mcs10 m2D 40
mcs10_m2Dr4_s40.A55 8.135924 96 mcs10 m2D 40
mcs10_m2Dr4_s40.A56 3.599292 26 mcs10 m2D 40
mcs10_m2Dr4_s40.A57 10.959267 46 mcs10 m2D 40
mcs10_m2Dr4_s40.A58 3.054509 48 mcs10 m2D 40
mcs10_m2Dr4_s40.A59 11.828705 220 mcs10 m2D 40
mcs10_m2Dr4_s40.A60 7.241398 92 mcs10 m2D 40
mcs10_m2Dr4_s40.A61 14.889589 93 mcs10 m2D 40
mcs10_m2Dr4_s40.A62 10.523860 319 mcs10 m2D 40
mcs10_m2Dr4_s40.A63 12.726787 122 mcs10 m2D 40
mcs10_m2Dr4_s40.A64 44.721817 97 mcs10 m2D 40
mcs10_m2Dr4_s40.A65 2.384593 78 mcs10 m2D 40
mcs10_m2Dr4_s40.A66 8.020014 74 mcs10 m2D 40
mcs10_m2Dr4_s40.A67 18.794868 63 mcs10 m2D 40
mcs10_m2Dr4_s40.A68 3.001226 9 mcs10 m2D 40
mcs10_m2Dr4_s40.A69 0.981528 10 mcs10 m2D 40
mcs10_m2Dr4_s40.A70 2.999698 99 mcs10 m2D 40
mcs10_m2Dr4_s40.A71 4.397712 10 mcs10 m2D 40
mcs10_m2Dr4_s40.A72 2.832945 108 mcs10 m2D 40
mcs10_m2Dr4_s40.A73 2.990515 102 mcs10 m2D 40
mcs10_m2Dr4_s40.A74 8.049241 96 mcs10 m2D 40
mcs10_m2Dr4_s40.A75 10.449559 75 mcs10 m2D 40
mcs10_m2Dr4_s40.A76 23.414663 200 mcs10 m2D 40
mcs10_m2Dr4_s40.A77 2.339992 21 mcs10 m2D 40
mcs10_m2Dr4_s40.A78 2.579742 9 mcs10 m2D 40
mcs10_m2Dr4_s40.A79 0.576207 17 mcs10 m2D 40
mcs10_m2Dr4_s40.A80 6.858113 546 mcs10 m2D 40
mcs10_m2Dr4_s40.A81 7.117069 95 mcs10 m2D 40
mcs10_m2Dr4_s40.A82 1.372396 32 mcs10 m2D 40
mcs10_m2Dr4_s40.A83 17.185108 42 mcs10 m2D 40
mcs10_m2Dr4_s40.A84 3.318275 200 mcs10 m2D 40
mcs10_m2Dr4_s40.A85 7.966538 186 mcs10 m2D 40
mcs10_m2Dr4_s40.A86 6.020020 343 mcs10 m2D 40
mcs10_m2Dr4_s40.A87 1.310504 12 mcs10 m2D 40
mcs10_m2Dr4_s40.A88 12.521633 48 mcs10 m2D 40
mcs10_m2Dr4_s40.A89 42.654701 280 mcs10 m2D 40
mcs10_m2Dr4_s40.A90 10.116728 202 mcs10 m2D 40
mcs10_m2Dr4_s40.A91 5.178436 216 mcs10 m2D 40
mcs10_m2Dr4_s40.A92 4.366999 15 mcs10 m2D 40
mcs10_m2Dr4_s40.A93 43.448189 138 mcs10 m2D 40
mcs10_m2Dr4_s40.A94 0.540450 11 mcs10 m2D 40
mcs10_m2Dr4_s40.A95 3.356689 36 mcs10 m2D 40
mcs10_m2Dr4_s40.A96 3.018017 142 mcs10 m2D 40
mcs10_m2Dr4_s40.A97 5.069034 105 mcs10 m2D 40
mcs10_m2Dr4_s40.A98 3.697132 34 mcs10 m2D 40
mcs10_m2Dr4_s40.A99 9.110752 59 mcs10 m2D 40
mcs10_m2Dr6_s40.A00 2.218041 80 mcs10 m2D 40
mcs10_m2Dr6_s40.A01 6.419279 52 mcs10 m2D 40
mcs10_m2Dr6_s40.A02 8.605893 38 mcs10 m2D 40
mcs10_m2Dr6_s40.A03 1.781554 33 mcs10 m2D 40
mcs10_m2Dr6_s40.A04 1.244388 229 mcs10 m2D 40
mcs10_m2Dr6_s40.A05 21.995756 38 mcs10 m2D 40
mcs10_m2Dr6_s40.A06 1.672297 66 mcs10 m2D 40
mcs10_m2Dr6_s40.A07 10.258957 34 mcs10 m2D 40
mcs10_m2Dr6_s40.A08 2.708691 26 mcs10 m2D 40
mcs10_m2Dr6_s40.A09 17.528631 301 mcs10 m2D 40
mcs10_m2Dr6_s40.A10 3.110755 80 mcs10 m2D 40
mcs10_m2Dr6_s40.A11 5.200688 61 mcs10 m2D 40
mcs10_m2Dr6_s40.A12 7.158138 37 mcs10 m2D 40
mcs10_m2Dr6_s40.A13 7.427856 174 mcs10 m2D 40
