name cp-unconnected-plain cp-fc-unconnected-plain clique-unconnected-plain mcssize generator vertices
mcs30_r005_s30.A76 1001.235718 211.778702 3600000 mcs30 rand 30
mcs30_r005_s30.A77 301.214874 101.839088 567782 mcs30 rand 30
mcs30_r005_s30.A78 2477.823730 820.478210 256725 mcs30 rand 30
mcs30_r005_s30.A79 743.438416 214.865128 365030 mcs30 rand 30
mcs30_r005_s30.A80 170.450302 42.500988 199391 mcs30 rand 30
mcs30_r005_s30.A81 1187.851929 316.297607 2757832 mcs30 rand 30
mcs30_r005_s30.A82 134.748871 32.221699 411345 mcs30 rand 30
mcs30_r005_s30.A83 107.829781 18.404148 430914 mcs30 rand 30
mcs30_r005_s30.A84 118.087540 29.416216 605095 mcs30 rand 30
mcs30_r005_s30.A85 130.039352 35.672279 469140 mcs30 rand 30
mcs30_r005_s30.A86 144.890656 36.189701 78872 mcs30 rand 30
mcs30_r005_s30.A87 232.306381 47.676327 402093 mcs30 rand 30
mcs30_r005_s30.A88 325.174927 65.072807 329794 mcs30 rand 30
mcs30_r005_s30.A89 330.665771 99.166077 251001 mcs30 rand 30
mcs30_r005_s30.A90 397.628998 65.512718 282410 mcs30 rand 30
mcs30_r005_s30.A91 1070.622925 313.021698 449712 mcs30 rand 30
mcs30_r005_s30.A92 151.498825 28.541899 903045 mcs30 rand 30
mcs30_r005_s30.A93 920.171204 214.085785 1825898 mcs30 rand 30
mcs30_r005_s30.A94 726.972656 188.505356 593675 mcs30 rand 30
mcs30_r005_s30.A95 64.722168 14.793331 193541 mcs30 rand 30
mcs30_r005_s30.A96 85.735191 17.695208 1073292 mcs30 rand 30
mcs30_r005_s30.A97 173.791412 39.866585 721031 mcs30 rand 30
mcs30_r005_s30.A98 143.731186 36.923443 247965 mcs30 rand 30
mcs30_r005_s30.A99 262.858887 107.799835 514023 mcs30 rand 30
mcs30_r005_s35.A00 3600.000000 746.358215 3600000 mcs30 rand 35
mcs30_r005_s35.A01 3600.000000 2596.612549 3600000 mcs30 rand 35
mcs30_r005_s35.A02 3600.000488 913.546997 3600000 mcs30 rand 35
mcs30_r005_s35.A03 3600.000000 1081.176025 3600000 mcs30 rand 35
mcs30_r005_s35.A04 3600.000488 793.467651 3600000 mcs30 rand 35
mcs30_r005_s35.A05 3600.000488 3053.980469 3600000 mcs30 rand 35
mcs30_r005_s35.A06 3600.000732 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A07 3600.000488 2686.433350 3600000 mcs30 rand 35
mcs30_r005_s35.A08 3384.798096 690.976196 3600000 mcs30 rand 35
mcs30_r005_s35.A09 1860.876953 423.683960 3600000 mcs30 rand 35
mcs30_r005_s35.A10 3391.831787 705.679749 3600000 mcs30 rand 35
mcs30_r005_s35.A11 3223.197266 863.879395 3600000 mcs30 rand 35
mcs30_r005_s35.A12 3600.000000 1773.306885 3600000 mcs30 rand 35
mcs30_r005_s35.A13 3600.000244 3600.000000 3600004 mcs30 rand 35
mcs30_r005_s35.A14 3600.000977 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A15 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A16 3600.000000 1322.543945 3600000 mcs30 rand 35
mcs30_r005_s35.A17 3600.000000 979.450867 3600000 mcs30 rand 35
mcs30_r005_s35.A18 3600.000000 2328.720947 3600000 mcs30 rand 35
mcs30_r005_s35.A19 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A20 3600.000244 2866.899658 3600000 mcs30 rand 35
mcs30_r005_s35.A21 3600.000000 745.617126 3600000 mcs30 rand 35
mcs30_r005_s35.A22 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A23 3600.000244 3435.471924 3600000 mcs30 rand 35
mcs30_r005_s35.A24 3146.203125 699.132080 3600000 mcs30 rand 35
mcs30_r005_s35.A25 3600.000000 2796.490723 3600001 mcs30 rand 35
mcs30_r005_s35.A26 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A27 3600.000488 1983.796631 3600000 mcs30 rand 35
mcs30_r005_s35.A28 3600.000244 2143.521484 3600000 mcs30 rand 35
mcs30_r005_s35.A29 1098.793213 206.564880 3600000 mcs30 rand 35
mcs30_r005_s35.A30 3600.000244 2920.528809 3600000 mcs30 rand 35
mcs30_r005_s35.A31 3600.000488 1519.339233 3600000 mcs30 rand 35
mcs30_r005_s35.A32 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A33 3600.000732 1478.994629 3600000 mcs30 rand 35
mcs30_r005_s35.A34 3257.076904 1063.295044 3600000 mcs30 rand 35
mcs30_r005_s35.A35 3600.000000 1380.941162 3600000 mcs30 rand 35
mcs30_r005_s35.A36 3600.000000 2081.140869 3600000 mcs30 rand 35
mcs30_r005_s35.A37 3600.000244 2965.941895 3600000 mcs30 rand 35
mcs30_r005_s35.A38 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A39 3600.000000 732.915771 3600000 mcs30 rand 35
mcs30_r005_s35.A40 3600.000732 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A41 3600.000732 966.501648 3600000 mcs30 rand 35
mcs30_r005_s35.A42 3600.000977 753.109375 3600000 mcs30 rand 35
mcs30_r005_s35.A43 3600.000000 2702.818115 3600000 mcs30 rand 35
mcs30_r005_s35.A44 3600.000000 1194.262451 3600000 mcs30 rand 35
mcs30_r005_s35.A45 3600.000244 3600.000000 3600001 mcs30 rand 35
mcs30_r005_s35.A46 3600.000732 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A47 3600.000000 1591.074463 3600000 mcs30 rand 35
mcs30_r005_s35.A48 3600.000000 3041.781250 3600000 mcs30 rand 35
mcs30_r005_s35.A49 3600.000000 3046.771484 3600000 mcs30 rand 35
mcs30_r005_s35.A50 3600.000000 2752.557861 3600000 mcs30 rand 35
mcs30_r005_s35.A51 3600.001221 2142.604492 3600000 mcs30 rand 35
mcs30_r005_s35.A52 3600.000000 1708.192749 3600000 mcs30 rand 35
mcs30_r005_s35.A53 3600.000000 895.226685 3600000 mcs30 rand 35
mcs30_r005_s35.A54 3600.000244 1401.278564 3600000 mcs30 rand 35
mcs30_r005_s35.A55 3600.000000 2610.332764 3600000 mcs30 rand 35
mcs30_r005_s35.A56 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A57 3600.000244 1286.135620 606820 mcs30 rand 35
mcs30_r005_s35.A58 3600.000244 1192.772583 3600000 mcs30 rand 35
mcs30_r005_s35.A59 3600.000488 3389.202881 3600000 mcs30 rand 35
mcs30_r005_s35.A60 3600.000000 1420.239746 3600001 mcs30 rand 35
mcs30_r005_s35.A61 3600.000000 3096.724854 3600000 mcs30 rand 35
mcs30_r005_s35.A62 2810.571777 605.065552 3600000 mcs30 rand 35
mcs30_r005_s35.A63 2617.581055 402.346985 3600000 mcs30 rand 35
mcs30_r005_s35.A64 3600.000244 1665.864990 3600000 mcs30 rand 35
mcs30_r005_s35.A65 1661.703491 311.220673 3600000 mcs30 rand 35
mcs30_r005_s35.A66 3600.000732 907.853577 3600000 mcs30 rand 35
mcs30_r005_s35.A67 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A68 3600.000244 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A69 3600.000000 1926.843140 3600000 mcs30 rand 35
mcs30_r005_s35.A70 3600.000000 1034.584473 3600000 mcs30 rand 35
mcs30_r005_s35.A71 3600.000732 1782.856323 3600000 mcs30 rand 35
mcs30_r005_s35.A72 3600.000488 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A73 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A74 3600.000000 1131.352173 3600000 mcs30 rand 35
mcs30_r005_s35.A75 3600.000488 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A76 3600.000000 1509.834106 3600000 mcs30 rand 35
mcs30_r005_s35.A77 3600.000000 3365.198730 3600000 mcs30 rand 35
mcs30_r005_s35.A78 3600.000732 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A79 3600.000000 1444.946411 3600000 mcs30 rand 35
mcs30_r005_s35.A80 1701.899658 283.142456 3600000 mcs30 rand 35
mcs30_r005_s35.A81 3600.000488 991.690979 3600000 mcs30 rand 35
mcs30_r005_s35.A82 3600.000000 3214.316406 3600000 mcs30 rand 35
mcs30_r005_s35.A83 3600.000000 2448.157227 3600000 mcs30 rand 35
mcs30_r005_s35.A84 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A85 3600.000488 985.194092 3600000 mcs30 rand 35
mcs30_r005_s35.A86 3600.000000 1243.335083 3600000 mcs30 rand 35
mcs30_r005_s35.A87 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A88 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A89 3600.000000 818.410522 3600000 mcs30 rand 35
mcs30_r005_s35.A90 3294.129150 672.955017 3600000 mcs30 rand 35
mcs30_r005_s35.A91 2360.327393 621.853638 3600000 mcs30 rand 35
mcs30_r005_s35.A92 3600.000000 3436.489502 3600000 mcs30 rand 35
mcs30_r005_s35.A93 3600.000000 969.473877 3600000 mcs30 rand 35
mcs30_r005_s35.A94 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A95 3600.000000 2858.675293 3600001 mcs30 rand 35
mcs30_r005_s35.A96 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A97 3600.000000 2384.502197 3600000 mcs30 rand 35
mcs30_r005_s35.A98 3600.000000 3600.000000 3600000 mcs30 rand 35
mcs30_r005_s35.A99 1604.994385 280.603455 3600000 mcs30 rand 35
mcs30_r01_s10.A00 0.000702 0.000766 1 mcs30 rand 10
mcs30_r01_s10.A01 0.001449 0.001799 1 mcs30 rand 10
mcs30_r01_s10.A02 0.001445 0.001176 1 mcs30 rand 10
mcs30_r01_s10.A03 0.001748 0.001524 1 mcs30 rand 10
mcs30_r01_s10.A04 0.000949 0.000930 1 mcs30 rand 10
mcs30_r01_s10.A05 0.001133 0.000920 1 mcs30 rand 10
mcs30_r01_s10.A06 0.000890 0.001243 1 mcs30 rand 10
mcs30_r01_s10.A07 0.001147 0.001304 1 mcs30 rand 10
mcs30_r01_s10.A08 0.001676 0.001296 1 mcs30 rand 10
mcs30_r01_s10.A09 0.002699 0.002814 1 mcs30 rand 10
mcs30_r01_s10.A10 0.000698 0.000936 1 mcs30 rand 10
mcs30_r01_s10.A11 0.000860 0.001037 1 mcs30 rand 10
mcs30_r01_s10.A12 0.000922 0.001047 1 mcs30 rand 10
mcs30_r01_s10.A13 0.000979 0.001237 1 mcs30 rand 10
mcs30_r01_s10.A14 0.001208 0.001308 1 mcs30 rand 10
mcs30_r01_s10.A15 0.001326 0.001340 1 mcs30 rand 10
mcs30_r01_s10.A16 0.001146 0.000871 1 mcs30 rand 10
mcs30_r01_s10.A17 0.001031 0.001244 1 mcs30 rand 10
mcs30_r01_s10.A18 0.001290 0.001615 1 mcs30 rand 10
mcs30_r01_s10.A19 0.001164 0.001265 1 mcs30 rand 10
mcs30_r01_s10.A20 0.000970 0.000838 1 mcs30 rand 10
mcs30_r01_s10.A21 0.000950 0.001107 1 mcs30 rand 10
mcs30_r01_s10.A22 0.001054 0.000838 1 mcs30 rand 10
mcs30_r01_s10.A23 0.000962 0.001157 1 mcs30 rand 10
mcs30_r01_s10.A24 0.000840 0.000808 1 mcs30 rand 10
mcs30_r01_s10.A25 0.001470 0.001131 1 mcs30 rand 10
mcs30_r01_s10.A26 0.001830 0.002841 1 mcs30 rand 10
mcs30_r01_s10.A27 0.001103 0.001332 1 mcs30 rand 10
mcs30_r01_s10.A28 0.000971 0.001037 1 mcs30 rand 10
mcs30_r01_s10.A29 0.001093 0.000965 1 mcs30 rand 10
mcs30_r01_s10.A30 0.001113 0.001117 1 mcs30 rand 10
mcs30_r01_s10.A31 0.001300 0.001334 1 mcs30 rand 10
mcs30_r01_s10.A32 0.000740 0.000863 1 mcs30 rand 10
mcs30_r01_s10.A33 0.001281 0.001204 1 mcs30 rand 10
mcs30_r01_s10.A34 0.001209 0.001505 1 mcs30 rand 10
mcs30_r01_s10.A35 0.001052 0.000949 1 mcs30 rand 10
mcs30_r01_s10.A36 0.000651 0.000572 1 mcs30 rand 10
mcs30_r01_s10.A37 0.001036 0.001049 1 mcs30 rand 10
mcs30_r01_s10.A38 0.000707 0.000629 1 mcs30 rand 10
mcs30_r01_s10.A39 0.001157 0.001008 1 mcs30 rand 10
mcs30_r01_s10.A40 0.000825 0.001215 1 mcs30 rand 10
mcs30_r01_s10.A41 0.002267 0.002302 1 mcs30 rand 10
mcs30_r01_s10.A42 0.001440 0.001530 1 mcs30 rand 10
mcs30_r01_s10.A43 0.003079 0.004215 1 mcs30 rand 10
mcs30_r01_s10.A44 0.001156 0.001055 1 mcs30 rand 10
mcs30_r01_s10.A45 0.001673 0.001267 1 mcs30 rand 10
mcs30_r01_s10.A46 0.000524 0.000495 1 mcs30 rand 10
mcs30_r01_s10.A47 0.000513 0.000583 1 mcs30 rand 10
mcs30_r01_s10.A48 0.000885 0.001214 1 mcs30 rand 10
mcs30_r01_s10.A49 0.001141 0.000968 1 mcs30 rand 10
mcs30_r01_s10.A50 0.000925 0.000948 1 mcs30 rand 10
mcs30_r01_s10.A51 0.000935 0.001210 1 mcs30 rand 10
mcs30_r01_s10.A52 0.001426 0.001669 1 mcs30 rand 10
mcs30_r01_s10.A53 0.002714 0.002194 1 mcs30 rand 10
mcs30_r01_s10.A54 0.000918 0.000884 1 mcs30 rand 10
mcs30_r01_s10.A55 0.000974 0.000896 1 mcs30 rand 10
mcs30_r01_s10.A56 0.001192 0.000916 1 mcs30 rand 10
mcs30_r01_s10.A57 0.001418 0.001159 1 mcs30 rand 10
mcs30_r01_s10.A58 0.001094 0.000878 1 mcs30 rand 10
mcs30_r01_s10.A59 0.001225 0.001288 1 mcs30 rand 10
mcs30_r01_s10.A60 0.001313 0.001389 1 mcs30 rand 10
mcs30_r01_s10.A61 0.000724 0.000701 1 mcs30 rand 10
mcs30_r01_s10.A62 0.001007 0.001071 1 mcs30 rand 10
mcs30_r01_s10.A63 0.001090 0.000857 1 mcs30 rand 10
mcs30_r01_s10.A64 0.000964 0.001028 1 mcs30 rand 10
mcs30_r01_s10.A65 0.000770 0.000972 1 mcs30 rand 10
mcs30_r01_s10.A66 0.000892 0.001245 1 mcs30 rand 10
mcs30_r01_s10.A67 0.001134 0.001045 1 mcs30 rand 10
mcs30_r01_s10.A68 0.000947 0.001122 1 mcs30 rand 10
mcs30_r01_s10.A69 0.001016 0.000946 1 mcs30 rand 10
mcs30_r01_s10.A70 0.000920 0.001113 1 mcs30 rand 10
mcs30_r01_s10.A71 0.001374 0.001041 1 mcs30 rand 10
mcs30_r01_s10.A72 0.001712 0.001201 1 mcs30 rand 10
mcs30_r01_s10.A73 0.001778 0.001540 1 mcs30 rand 10
mcs30_r01_s10.A74 0.000952 0.000879 1 mcs30 rand 10
mcs30_r01_s10.A75 0.000661 0.000512 1 mcs30 rand 10
mcs30_r01_s10.A76 0.001191 0.000947 1 mcs30 rand 10
mcs30_r01_s10.A77 0.000906 0.000846 1 mcs30 rand 10
mcs30_r01_s10.A78 0.001278 0.001076 1 mcs30 rand 10
mcs30_r01_s10.A79 0.001219 0.001395 1 mcs30 rand 10
mcs30_r01_s10.A80 0.000861 0.000855 1 mcs30 rand 10
mcs30_r01_s10.A81 0.000911 0.000761 1 mcs30 rand 10
mcs30_r01_s10.A82 0.002075 0.002321 1 mcs30 rand 10
mcs30_r01_s10.A83 0.001158 0.001525 1 mcs30 rand 10
mcs30_r01_s10.A84 0.001454 0.001336 1 mcs30 rand 10
mcs30_r01_s10.A85 0.001238 0.001168 1 mcs30 rand 10
mcs30_r01_s10.A86 0.001235 0.001209 1 mcs30 rand 10
mcs30_r01_s10.A87 0.001159 0.000828 1 mcs30 rand 10
mcs30_r01_s10.A88 0.001007 0.000996 1 mcs30 rand 10
mcs30_r01_s10.A89 0.001169 0.001243 1 mcs30 rand 10
mcs30_r01_s10.A90 0.000979 0.002311 1 mcs30 rand 10
mcs30_r01_s10.A91 0.001241 0.001072 1 mcs30 rand 10
mcs30_r01_s10.A92 0.001892 0.002631 1 mcs30 rand 10
mcs30_r01_s10.A93 0.000543 0.000573 1 mcs30 rand 10
mcs30_r01_s10.A94 0.001198 0.001049 1 mcs30 rand 10
mcs30_r01_s10.A95 0.001521 0.001162 1 mcs30 rand 10
mcs30_r01_s10.A96 0.001138 0.001047 1 mcs30 rand 10
mcs30_r01_s10.A97 0.001154 0.001002 1 mcs30 rand 10
mcs30_r01_s10.A98 0.000550 0.000507 1 mcs30 rand 10
mcs30_r01_s10.A99 0.001250 0.001107 1 mcs30 rand 10
mcs30_r01_s15.A00 0.024681 0.017034 9 mcs30 rand 15
mcs30_r01_s15.A01 0.031452 0.031025 10 mcs30 rand 15
mcs30_r01_s15.A02 0.031008 0.022768 8 mcs30 rand 15
mcs30_r01_s15.A03 0.028120 0.026112 8 mcs30 rand 15
mcs30_r01_s15.A04 0.026669 0.017700 8 mcs30 rand 15
mcs30_r01_s15.A05 0.039332 0.022061 10 mcs30 rand 15
mcs30_r01_s15.A06 0.021832 0.017085 7 mcs30 rand 15
mcs30_r01_s15.A07 0.016406 0.009186 8 mcs30 rand 15
mcs30_r01_s15.A08 0.026384 0.020327 8 mcs30 rand 15
mcs30_r01_s15.A09 0.024422 0.030397 9 mcs30 rand 15
mcs30_r01_s15.A10 0.020664 0.013518 8 mcs30 rand 15
mcs30_r01_s15.A11 0.057751 0.045377 8 mcs30 rand 15
mcs30_r01_s15.A12 0.022845 0.016227 7 mcs30 rand 15
mcs30_r01_s15.A13 0.036670 0.026512 9 mcs30 rand 15
mcs30_r01_s15.A14 0.026832 0.028247 7 mcs30 rand 15
mcs30_r01_s15.A15 0.026259 0.017125 8 mcs30 rand 15
mcs30_r01_s15.A16 0.026674 0.015729 7 mcs30 rand 15
mcs30_r01_s15.A17 0.014430 0.006109 9 mcs30 rand 15
mcs30_r01_s15.A18 0.024490 0.014354 7 mcs30 rand 15
mcs30_r01_s15.A19 0.046544 0.034772 10 mcs30 rand 15
mcs30_r01_s15.A20 0.033721 0.024838 10 mcs30 rand 15
mcs30_r01_s15.A21 0.028263 0.020485 7 mcs30 rand 15
mcs30_r01_s15.A22 0.037336 0.020850 9 mcs30 rand 15
mcs30_r01_s15.A23 0.037356 0.023266 8 mcs30 rand 15
mcs30_r01_s15.A24 0.014397 0.010035 7 mcs30 rand 15
mcs30_r01_s15.A25 0.020599 0.021526 7 mcs30 rand 15
mcs30_r01_s15.A26 0.029831 0.019644 8 mcs30 rand 15
mcs30_r01_s15.A27 0.009486 0.005389 8 mcs30 rand 15
mcs30_r01_s15.A28 0.029455 0.020563 7 mcs30 rand 15
mcs30_r01_s15.A29 0.015659 0.010629 7 mcs30 rand 15
mcs30_r01_s15.A30 0.016381 0.008572 8 mcs30 rand 15
mcs30_r01_s15.A31 0.034501 0.025851 12 mcs30 rand 15
mcs30_r01_s15.A32 0.034938 0.022854 9 mcs30 rand 15
mcs30_r01_s15.A33 0.037982 0.032547 9 mcs30 rand 15
mcs30_r01_s15.A34 0.021974 0.014368 9 mcs30 rand 15
mcs30_r01_s15.A35 0.011645 0.012139 7 mcs30 rand 15
mcs30_r01_s15.A36 0.025619 0.027130 7 mcs30 rand 15
mcs30_r01_s15.A37 0.028339 0.023416 11 mcs30 rand 15
mcs30_r01_s15.A38 0.015852 0.016679 7 mcs30 rand 15
mcs30_r01_s15.A39 0.027249 0.029679 9 mcs30 rand 15
mcs30_r01_s15.A40 0.031361 0.016239 10 mcs30 rand 15
mcs30_r01_s15.A41 0.029481 0.018740 9 mcs30 rand 15
mcs30_r01_s15.A42 0.008047 0.009489 7 mcs30 rand 15
mcs30_r01_s15.A43 0.028931 0.026862 10 mcs30 rand 15
mcs30_r01_s15.A44 0.006240 0.005561 8 mcs30 rand 15
mcs30_r01_s15.A45 0.017177 0.018690 9 mcs30 rand 15
mcs30_r01_s15.A46 0.013095 0.013745 9 mcs30 rand 15
mcs30_r01_s15.A47 0.041097 0.038586 9 mcs30 rand 15
mcs30_r01_s15.A48 0.028928 0.029167 12 mcs30 rand 15
mcs30_r01_s15.A49 0.013136 0.006615 8 mcs30 rand 15
mcs30_r01_s15.A50 0.033714 0.018441 7 mcs30 rand 15
mcs30_r01_s15.A51 0.010126 0.012422 8 mcs30 rand 15
mcs30_r01_s15.A52 0.037596 0.024539 9 mcs30 rand 15
mcs30_r01_s15.A53 0.023710 0.014018 7 mcs30 rand 15
mcs30_r01_s15.A54 0.038614 0.024713 8 mcs30 rand 15
mcs30_r01_s15.A55 0.037143 0.023484 8 mcs30 rand 15
mcs30_r01_s15.A56 0.021610 0.024542 7 mcs30 rand 15
mcs30_r01_s15.A57 0.032651 0.021167 10 mcs30 rand 15
mcs30_r01_s15.A58 0.036223 0.032073 9 mcs30 rand 15
mcs30_r01_s15.A59 0.027753 0.025844 11 mcs30 rand 15
mcs30_r01_s15.A60 0.039902 0.026858 7 mcs30 rand 15
mcs30_r01_s15.A61 0.022114 0.014318 8 mcs30 rand 15
mcs30_r01_s15.A62 0.023257 0.025622 7 mcs30 rand 15
mcs30_r01_s15.A63 0.029082 0.020323 8 mcs30 rand 15
mcs30_r01_s15.A64 0.015251 0.008901 8 mcs30 rand 15
mcs30_r01_s15.A65 0.024863 0.017097 7 mcs30 rand 15
mcs30_r01_s15.A66 0.012464 0.008626 7 mcs30 rand 15
mcs30_r01_s15.A67 0.048594 0.059146 8 mcs30 rand 15
mcs30_r01_s15.A68 0.029650 0.026311 10 mcs30 rand 15
mcs30_r01_s15.A69 0.019345 0.010853 8 mcs30 rand 15
mcs30_r01_s15.A70 0.011346 0.008176 7 mcs30 rand 15
mcs30_r01_s15.A71 0.007843 0.008481 6 mcs30 rand 15
mcs30_r01_s15.A72 0.028472 0.016551 8 mcs30 rand 15
mcs30_r01_s15.A73 0.027385 0.025160 10 mcs30 rand 15
mcs30_r01_s15.A74 0.013820 0.007776 9 mcs30 rand 15
mcs30_r01_s15.A75 0.024581 0.022127 8 mcs30 rand 15
mcs30_r01_s15.A76 0.033253 0.021979 8 mcs30 rand 15
mcs30_r01_s15.A77 0.029753 0.020683 8 mcs30 rand 15
mcs30_r01_s15.A78 0.020051 0.023104 6 mcs30 rand 15
mcs30_r01_s15.A79 0.012733 0.014735 8 mcs30 rand 15
mcs30_r01_s15.A80 0.012240 0.006337 7 mcs30 rand 15
mcs30_r01_s15.A81 0.019846 0.014664 10 mcs30 rand 15
mcs30_r01_s15.A82 0.033567 0.023727 11 mcs30 rand 15
mcs30_r01_s15.A83 0.034561 0.034683 8 mcs30 rand 15
mcs30_r01_s15.A84 0.020216 0.015314 7 mcs30 rand 15
mcs30_r01_s15.A85 0.031217 0.025015 7 mcs30 rand 15
mcs30_r01_s15.A86 0.020554 0.015391 9 mcs30 rand 15
mcs30_r01_s15.A87 0.020912 0.011487 9 mcs30 rand 15
mcs30_r01_s15.A88 0.030769 0.027005 8 mcs30 rand 15
mcs30_r01_s15.A89 0.019907 0.018673 7 mcs30 rand 15
mcs30_r01_s15.A90 0.017451 0.009707 9 mcs30 rand 15
mcs30_r01_s15.A91 0.022601 0.015041 8 mcs30 rand 15
mcs30_r01_s15.A92 0.032673 0.024265 12 mcs30 rand 15
mcs30_r01_s15.A93 0.016415 0.015539 9 mcs30 rand 15
mcs30_r01_s15.A94 0.007755 0.009349 6 mcs30 rand 15
mcs30_r01_s15.A95 0.031759 0.024953 9 mcs30 rand 15
mcs30_r01_s15.A96 0.033856 0.040573 7 mcs30 rand 15
mcs30_r01_s15.A97 0.025946 0.017260 7 mcs30 rand 15
mcs30_r01_s15.A98 0.028029 0.014665 10 mcs30 rand 15
mcs30_r01_s15.A99 0.035813 0.019563 11 mcs30 rand 15
mcs30_r01_s20.A00 0.713999 0.410397 293 mcs30 rand 20
mcs30_r01_s20.A01 0.568478 0.393804 232 mcs30 rand 20
mcs30_r01_s20.A02 0.763613 0.372122 101 mcs30 rand 20
mcs30_r01_s20.A03 0.380263 0.230649 189 mcs30 rand 20
mcs30_r01_s20.A04 0.455225 0.220803 169 mcs30 rand 20
mcs30_r01_s20.A05 0.237929 0.172438 91 mcs30 rand 20
mcs30_r01_s20.A06 0.771838 0.488931 190 mcs30 rand 20
mcs30_r01_s20.A07 0.587453 0.315845 206 mcs30 rand 20
mcs30_r01_s20.A08 1.480185 0.901907 292 mcs30 rand 20
mcs30_r01_s20.A09 1.415663 0.766950 202 mcs30 rand 20
mcs30_r01_s20.A10 0.648345 0.417220 143 mcs30 rand 20
mcs30_r01_s20.A11 0.349484 0.182726 100 mcs30 rand 20
mcs30_r01_s20.A12 0.545981 0.333280 165 mcs30 rand 20
mcs30_r01_s20.A13 0.773442 0.406324 117 mcs30 rand 20
mcs30_r01_s20.A14 0.460033 0.293140 53 mcs30 rand 20
mcs30_r01_s20.A15 1.139692 0.621780 214 mcs30 rand 20
mcs30_r01_s20.A16 0.518440 0.270487 138 mcs30 rand 20
mcs30_r01_s20.A17 0.387097 0.329321 102 mcs30 rand 20
mcs30_r01_s20.A18 0.480317 0.257449 155 mcs30 rand 20
mcs30_r01_s20.A19 0.638767 0.375893 113 mcs30 rand 20
mcs30_r01_s20.A20 0.733328 0.401056 243 mcs30 rand 20
mcs30_r01_s20.A21 0.737598 0.378059 221 mcs30 rand 20
mcs30_r01_s20.A22 1.430745 0.669823 290 mcs30 rand 20
mcs30_r01_s20.A23 0.775332 0.447572 157 mcs30 rand 20
mcs30_r01_s20.A24 1.886759 1.204529 95 mcs30 rand 20
mcs30_r01_s20.A25 0.897095 0.476377 214 mcs30 rand 20
mcs30_r01_s20.A26 0.805663 0.434722 144 mcs30 rand 20
mcs30_r01_s20.A27 0.809817 0.388758 192 mcs30 rand 20
mcs30_r01_s20.A28 0.793761 0.444772 209 mcs30 rand 20
mcs30_r01_s20.A29 0.434520 0.269320 189 mcs30 rand 20
mcs30_r01_s20.A30 0.860044 0.471577 110 mcs30 rand 20
mcs30_r01_s20.A31 0.394943 0.236579 175 mcs30 rand 20
mcs30_r01_s20.A32 1.249714 0.714173 155 mcs30 rand 20
mcs30_r01_s20.A33 0.615388 0.429208 215 mcs30 rand 20
mcs30_r01_s20.A34 0.939910 0.573532 298 mcs30 rand 20
mcs30_r01_s20.A35 0.274012 0.185164 71 mcs30 rand 20
mcs30_r01_s20.A36 0.655199 0.437813 119 mcs30 rand 20
mcs30_r01_s20.A37 0.447122 0.229797 207 mcs30 rand 20
mcs30_r01_s20.A38 1.007838 0.490874 167 mcs30 rand 20
mcs30_r01_s20.A39 0.479435 0.246125 165 mcs30 rand 20
mcs30_r01_s20.A40 0.747499 0.358803 228 mcs30 rand 20
mcs30_r01_s20.A41 0.608232 0.401817 109 mcs30 rand 20
mcs30_r01_s20.A42 0.820967 0.492082 136 mcs30 rand 20
mcs30_r01_s20.A43 0.398957 0.280596 210 mcs30 rand 20
mcs30_r01_s20.A44 1.035970 0.545807 190 mcs30 rand 20
mcs30_r01_s20.A45 1.060823 0.596213 117 mcs30 rand 20
mcs30_r01_s20.A46 1.572413 0.764367 298 mcs30 rand 20
mcs30_r01_s20.A47 2.221162 1.631625 104 mcs30 rand 20
mcs30_r01_s20.A48 0.284877 0.154623 112 mcs30 rand 20
mcs30_r01_s20.A49 1.002531 0.695695 316 mcs30 rand 20
mcs30_r01_s20.A50 0.905701 0.508520 253 mcs30 rand 20
mcs30_r01_s20.A51 0.927950 0.621339 241 mcs30 rand 20
