name cp-unconnected-plain cp-fc-unconnected-plain clique-unconnected-plain mcssize generator vertices
mcs90_m2Dr6_s30.A13 70.469139 38.462234 79947 mcs90 m2D 30
mcs90_m2Dr6_s30.A14 72.158119 45.458817 122187 mcs90 m2D 30
mcs90_m2Dr6_s30.A15 1.544839 0.579433 49088 mcs90 m2D 30
mcs90_m2Dr6_s30.A16 0.742523 0.202940 295901 mcs90 m2D 30
mcs90_m2Dr6_s30.A17 44.910538 21.201260 114572 mcs90 m2D 30
mcs90_m2Dr6_s30.A18 8.390493 3.232674 111561 mcs90 m2D 30
mcs90_m2Dr6_s30.A19 8.398338 3.259460 179134 mcs90 m2D 30
mcs90_m2Dr6_s30.A20 9.930902 3.490157 65686 mcs90 m2D 30
mcs90_m2Dr6_s30.A21 18.190502 8.647801 57925 mcs90 m2D 30
mcs90_m2Dr6_s30.A22 13.262144 5.811662 19192 mcs90 m2D 30
mcs90_m2Dr6_s30.A23 66.078758 24.335985 28179 mcs90 m2D 30
mcs90_m2Dr6_s30.A24 14.764964 9.047681 164418 mcs90 m2D 30
mcs90_m2Dr6_s30.A25 38.087238 18.554567 34193 mcs90 m2D 30
mcs90_m2Dr6_s30.A26 2.864135 1.781452 40342 mcs90 m2D 30
mcs90_m2Dr6_s30.A27 49.040466 23.286461 150879 mcs90 m2D 30
mcs90_m2Dr6_s30.A28 14.642355 6.657689 102302 mcs90 m2D 30
mcs90_m2Dr6_s30.A29 33.275337 18.824097 42533 mcs90 m2D 30
mcs90_m2Dr6_s30.A30 24.855024 14.059205 72346 mcs90 m2D 30
mcs90_m2Dr6_s30.A31 29.220699 17.062166 73079 mcs90 m2D 30
mcs90_m2Dr6_s30.A32 4.187596 1.917917 76048 mcs90 m2D 30
mcs90_m2Dr6_s30.A33 53.731579 23.175976 456914 mcs90 m2D 30
mcs90_m2Dr6_s30.A34 62.710743 23.971413 207324 mcs90 m2D 30
mcs90_m2Dr6_s30.A35 0.651336 0.225562 203309 mcs90 m2D 30
mcs90_m2Dr6_s30.A36 43.937080 23.399086 84234 mcs90 m2D 30
mcs90_m2Dr6_s30.A37 37.868244 20.587011 62311 mcs90 m2D 30
mcs90_m2Dr6_s30.A38 8.548440 4.360329 81923 mcs90 m2D 30
mcs90_m2Dr6_s30.A39 55.499607 27.199614 143251 mcs90 m2D 30
mcs90_m2Dr6_s30.A40 27.998207 13.267464 219676 mcs90 m2D 30
mcs90_m2Dr6_s30.A41 9.152144 5.567257 56127 mcs90 m2D 30
mcs90_m2Dr6_s30.A42 70.149811 45.850243 390722 mcs90 m2D 30
mcs90_m2Dr6_s30.A43 82.839584 37.148857 121241 mcs90 m2D 30
mcs90_m2Dr6_s30.A44 10.281747 4.955145 203703 mcs90 m2D 30
mcs90_m2Dr6_s30.A45 48.670273 21.693291 56548 mcs90 m2D 30
mcs90_m2Dr6_s30.A46 2.852027 1.055467 26543 mcs90 m2D 30
mcs90_m2Dr6_s30.A47 12.379661 7.777501 101164 mcs90 m2D 30
mcs90_m2Dr6_s30.A48 34.015362 20.199257 109579 mcs90 m2D 30
mcs90_m2Dr6_s30.A49 21.962744 12.381258 46251 mcs90 m2D 30
mcs90_m2Dr6_s30.A50 0.304138 0.094440 41723 mcs90 m2D 30
mcs90_m2Dr6_s30.A51 7.878407 3.778075 46415 mcs90 m2D 30
mcs90_m2Dr6_s30.A52 23.863949 10.509421 174088 mcs90 m2D 30
mcs90_m2Dr6_s30.A53 33.526825 18.168480 84108 mcs90 m2D 30
mcs90_m2Dr6_s30.A54 18.820072 7.331716 38392 mcs90 m2D 30
mcs90_m2Dr6_s30.A55 28.670061 14.343440 184177 mcs90 m2D 30
mcs90_m2Dr6_s30.A56 29.382748 12.233858 93894 mcs90 m2D 30
mcs90_m2Dr6_s30.A57 73.460030 32.764091 105028 mcs90 m2D 30
mcs90_m2Dr6_s30.A58 22.122698 9.713501 50381 mcs90 m2D 30
mcs90_m2Dr6_s30.A59 11.487576 4.842144 79917 mcs90 m2D 30
mcs90_m2Dr6_s30.A60 79.606171 34.984558 241734 mcs90 m2D 30
mcs90_m2Dr6_s30.A61 24.586901 15.369993 131826 mcs90 m2D 30
mcs90_m2Dr6_s30.A62 16.979940 7.199853 226322 mcs90 m2D 30
mcs90_m2Dr6_s30.A63 32.116600 13.617531 24767 mcs90 m2D 30
mcs90_m2Dr6_s30.A64 110.773346 47.474190 42498 mcs90 m2D 30
mcs90_m2Dr6_s30.A65 3.093539 1.548700 37987 mcs90 m2D 30
mcs90_m2Dr6_s30.A66 38.855343 15.958661 67736 mcs90 m2D 30
mcs90_m2Dr6_s30.A67 58.778679 26.494192 236026 mcs90 m2D 30
mcs90_m2Dr6_s30.A68 37.011833 13.503414 27927 mcs90 m2D 30
mcs90_m2Dr6_s30.A69 36.433006 14.894099 24988 mcs90 m2D 30
mcs90_m2Dr6_s30.A70 23.609764 11.695522 50936 mcs90 m2D 30
mcs90_m2Dr6_s30.A71 22.777666 10.176367 59950 mcs90 m2D 30
mcs90_m2Dr6_s30.A72 25.720972 13.263871 85606 mcs90 m2D 30
mcs90_m2Dr6_s30.A73 21.521976 8.679466 152228 mcs90 m2D 30
mcs90_m2Dr6_s30.A74 43.589306 13.833650 466507 mcs90 m2D 30
mcs90_m2Dr6_s30.A75 0.754302 0.275761 69380 mcs90 m2D 30
mcs90_m2Dr6_s30.A76 21.565680 8.734662 366051 mcs90 m2D 30
mcs90_m2Dr6_s30.A77 35.563354 14.528317 209468 mcs90 m2D 30
mcs90_m2Dr6_s30.A78 3.993588 2.265256 70498 mcs90 m2D 30
mcs90_m2Dr6_s30.A79 81.031425 34.573734 46774 mcs90 m2D 30
mcs90_m2Dr6_s30.A80 40.246319 17.535456 166979 mcs90 m2D 30
mcs90_m2Dr6_s30.A81 38.265320 18.072100 358909 mcs90 m2D 30
mcs90_m2Dr6_s30.A82 40.025410 24.892284 157681 mcs90 m2D 30
mcs90_m2Dr6_s30.A83 75.676163 35.304424 168811 mcs90 m2D 30
mcs90_m2Dr6_s30.A84 32.949856 15.014804 85859 mcs90 m2D 30
mcs90_m2Dr6_s30.A85 1.510227 0.813551 103299 mcs90 m2D 30
mcs90_m2Dr6_s30.A86 11.834943 7.337552 51115 mcs90 m2D 30
mcs90_m2Dr6_s30.A87 51.337440 28.789700 41319 mcs90 m2D 30
mcs90_m2Dr6_s30.A88 23.786177 9.962939 437131 mcs90 m2D 30
mcs90_m2Dr6_s30.A89 44.287613 29.256624 312361 mcs90 m2D 30
mcs90_m2Dr6_s30.A90 28.877230 18.463987 163083 mcs90 m2D 30
mcs90_m2Dr6_s30.A91 5.870433 3.664008 16870 mcs90 m2D 30
mcs90_m2Dr6_s30.A92 77.846443 33.131252 45668 mcs90 m2D 30
mcs90_m2Dr6_s30.A93 18.815617 9.614248 37954 mcs90 m2D 30
mcs90_m2Dr6_s30.A94 7.242807 3.898673 59123 mcs90 m2D 30
mcs90_m2Dr6_s30.A95 1.848747 0.596326 66777 mcs90 m2D 30
mcs90_m2Dr6_s30.A96 11.686896 6.392665 73081 mcs90 m2D 30
mcs90_m2Dr6_s30.A97 18.028776 7.973366 89956 mcs90 m2D 30
mcs90_m2Dr6_s30.A98 62.213898 27.310961 58601 mcs90 m2D 30
mcs90_m2Dr6_s30.A99 22.816576 13.744997 143262 mcs90 m2D 30
mcs90_m3D_s10.A00 0.000546 0.000663 1 mcs90 m3D 10
mcs90_m3D_s10.A01 0.001240 0.001658 1 mcs90 m3D 10
mcs90_m3D_s10.A02 0.000787 0.000795 1 mcs90 m3D 10
mcs90_m3D_s10.A03 0.000728 0.000721 1 mcs90 m3D 10
mcs90_m3D_s10.A04 0.000681 0.000686 1 mcs90 m3D 10
mcs90_m3D_s10.A05 0.000794 0.001012 1 mcs90 m3D 10
mcs90_m3D_s10.A06 0.001478 0.001574 1 mcs90 m3D 10
mcs90_m3D_s10.A07 0.000933 0.001318 1 mcs90 m3D 10
mcs90_m3D_s10.A08 0.000665 0.000690 1 mcs90 m3D 10
mcs90_m3D_s10.A09 0.001082 0.001523 1 mcs90 m3D 10
mcs90_m3D_s10.A10 0.001603 0.001473 1 mcs90 m3D 10
mcs90_m3D_s10.A11 0.000633 0.000767 1 mcs90 m3D 10
mcs90_m3D_s10.A12 0.000739 0.000629 1 mcs90 m3D 10
mcs90_m3D_s10.A13 0.000620 0.000674 1 mcs90 m3D 10
mcs90_m3D_s10.A14 0.000764 0.000617 1 mcs90 m3D 10
mcs90_m3D_s10.A15 0.000622 0.000562 1 mcs90 m3D 10
mcs90_m3D_s10.A16 0.000691 0.000707 1 mcs90 m3D 10
mcs90_m3D_s10.A17 0.001275 0.001801 1 mcs90 m3D 10
mcs90_m3D_s10.A18 0.000922 0.001012 1 mcs90 m3D 10
mcs90_m3D_s10.A19 0.000733 0.000815 1 mcs90 m3D 10
mcs90_m3D_s10.A20 0.001307 0.001061 1 mcs90 m3D 10
mcs90_m3D_s10.A21 0.000611 0.000700 1 mcs90 m3D 10
mcs90_m3D_s10.A22 0.000593 0.000704 1 mcs90 m3D 10
mcs90_m3D_s10.A23 0.001484 0.001635 1 mcs90 m3D 10
mcs90_m3D_s10.A24 0.000916 0.001097 1 mcs90 m3D 10
mcs90_m3D_s10.A25 0.000565 0.000590 1 mcs90 m3D 10
mcs90_m3D_s10.A26 0.001043 0.001417 1 mcs90 m3D 10
mcs90_m3D_s10.A27 0.000487 0.000570 1 mcs90 m3D 10
mcs90_m3D_s10.A28 0.000973 0.001275 1 mcs90 m3D 10
mcs90_m3D_s10.A29 0.000655 0.001000 1 mcs90 m3D 10
mcs90_m3D_s10.A30 0.001152 0.001135 1 mcs90 m3D 10
mcs90_m3D_s10.A31 0.000712 0.000867 1 mcs90 m3D 10
mcs90_m3D_s10.A32 0.000721 0.000673 1 mcs90 m3D 10
mcs90_m3D_s10.A33 0.000574 0.000577 1 mcs90 m3D 10
mcs90_m3D_s10.A34 0.000646 0.000571 1 mcs90 m3D 10
mcs90_m3D_s10.A35 0.000651 0.000626 1 mcs90 m3D 10
mcs90_m3D_s10.A36 0.000561 0.000555 1 mcs90 m3D 10
mcs90_m3D_s10.A37 0.001294 0.001550 1 mcs90 m3D 10
mcs90_m3D_s10.A38 0.000664 0.000724 1 mcs90 m3D 10
mcs90_m3D_s10.A39 0.000929 0.000899 1 mcs90 m3D 10
mcs90_m3D_s10.A40 0.000769 0.000848 1 mcs90 m3D 10
mcs90_m3D_s10.A41 0.000524 0.000668 1 mcs90 m3D 10
mcs90_m3D_s10.A42 0.001353 0.001301 1 mcs90 m3D 10
mcs90_m3D_s10.A43 0.000852 0.000686 1 mcs90 m3D 10
mcs90_m3D_s10.A44 0.000605 0.000653 1 mcs90 m3D 10
mcs90_m3D_s10.A45 0.000532 0.000564 1 mcs90 m3D 10
mcs90_m3D_s10.A46 0.000709 0.000592 1 mcs90 m3D 10
mcs90_m3D_s10.A47 0.000781 0.000889 1 mcs90 m3D 10
mcs90_m3D_s10.A48 0.000528 0.000701 1 mcs90 m3D 10
mcs90_m3D_s10.A49 0.000578 0.000663 1 mcs90 m3D 10
mcs90_m3D_s10.A50 0.000528 0.000646 1 mcs90 m3D 10
mcs90_m3D_s10.A51 0.000703 0.000681 1 mcs90 m3D 10
mcs90_m3D_s10.A52 0.000571 0.000539 1 mcs90 m3D 10
mcs90_m3D_s10.A53 0.000679 0.000682 1 mcs90 m3D 10
mcs90_m3D_s10.A54 0.000645 0.000818 1 mcs90 m3D 10
mcs90_m3D_s10.A55 0.001246 0.001248 1 mcs90 m3D 10
mcs90_m3D_s10.A56 0.000620 0.000616 1 mcs90 m3D 10
mcs90_m3D_s10.A57 0.000709 0.000840 1 mcs90 m3D 10
mcs90_m3D_s10.A58 0.001259 0.001342 1 mcs90 m3D 10
mcs90_m3D_s10.A59 0.000596 0.000638 1 mcs90 m3D 10
mcs90_m3D_s10.A60 0.001566 0.001327 1 mcs90 m3D 10
mcs90_m3D_s10.A61 0.001376 0.001554 1 mcs90 m3D 10
mcs90_m3D_s10.A62 0.000553 0.000705 1 mcs90 m3D 10
mcs90_m3D_s10.A63 0.000558 0.000662 1 mcs90 m3D 10
mcs90_m3D_s10.A64 0.001411 0.001108 1 mcs90 m3D 10
mcs90_m3D_s10.A65 0.001069 0.001071 1 mcs90 m3D 10
mcs90_m3D_s10.A66 0.000571 0.000609 1 mcs90 m3D 10
mcs90_m3D_s10.A67 0.001197 0.001485 1 mcs90 m3D 10
mcs90_m3D_s10.A68 0.001326 0.001558 1 mcs90 m3D 10
mcs90_m3D_s10.A69 0.000605 0.000704 1 mcs90 m3D 10
mcs90_m3D_s10.A70 0.000464 0.000592 1 mcs90 m3D 10
mcs90_m3D_s10.A71 0.000869 0.001355 1 mcs90 m3D 10
mcs90_m3D_s10.A72 0.000553 0.000638 1 mcs90 m3D 10
mcs90_m3D_s10.A73 0.000608 0.000681 1 mcs90 m3D 10
mcs90_m3D_s10.A74 0.000573 0.000728 1 mcs90 m3D 10
mcs90_m3D_s10.A75 0.000585 0.000602 1 mcs90 m3D 10
mcs90_m3D_s10.A76 0.000644 0.000807 1 mcs90 m3D 10
mcs90_m3D_s10.A77 0.000531 0.000543 1 mcs90 m3D 10
mcs90_m3D_s10.A78 0.001495 0.001642 1 mcs90 m3D 10
mcs90_m3D_s10.A79 0.000753 0.000773 1 mcs90 m3D 10
mcs90_m3D_s10.A80 0.000515 0.000584 1 mcs90 m3D 10
mcs90_m3D_s10.A81 0.000910 0.000805 1 mcs90 m3D 10
mcs90_m3D_s10.A82 0.000725 0.000812 1 mcs90 m3D 10
mcs90_m3D_s10.A83 0.000626 0.000674 1 mcs90 m3D 10
mcs90_m3D_s10.A84 0.000578 0.000990 1 mcs90 m3D 10
mcs90_m3D_s10.A85 0.001683 0.001502 1 mcs90 m3D 10
mcs90_m3D_s10.A86 0.001407 0.001408 1 mcs90 m3D 10
mcs90_m3D_s10.A87 0.000932 0.000920 1 mcs90 m3D 10
mcs90_m3D_s10.A88 0.000727 0.000592 1 mcs90 m3D 10
mcs90_m3D_s10.A89 0.000853 0.000730 1 mcs90 m3D 10
mcs90_m3D_s10.A90 0.000580 0.000639 1 mcs90 m3D 10
mcs90_m3D_s10.A91 0.000486 0.000623 1 mcs90 m3D 10
mcs90_m3D_s10.A92 0.000565 0.000833 1 mcs90 m3D 10
mcs90_m3D_s10.A93 0.001253 0.001499 1 mcs90 m3D 10
mcs90_m3D_s10.A94 0.001329 0.001323 1 mcs90 m3D 10
mcs90_m3D_s10.A95 0.000763 0.000794 1 mcs90 m3D 10
mcs90_m3D_s10.A96 0.000706 0.000719 1 mcs90 m3D 10
mcs90_m3D_s10.A97 0.000630 0.000662 1 mcs90 m3D 10
mcs90_m3D_s10.A98 0.001128 0.001134 1 mcs90 m3D 10
mcs90_m3D_s10.A99 0.001104 0.001046 1 mcs90 m3D 10
mcs90_m3D_s30.A00 0.445488 0.190059 33394 mcs90 m3D 30
mcs90_m3D_s30.A01 0.190077 0.085449 27211 mcs90 m3D 30
mcs90_m3D_s30.A02 0.407498 0.119566 20794 mcs90 m3D 30
mcs90_m3D_s30.A03 0.176788 0.059025 39277 mcs90 m3D 30
mcs90_m3D_s30.A04 0.089451 0.051944 15043 mcs90 m3D 30
mcs90_m3D_s30.A05 1.396312 0.622149 23402 mcs90 m3D 30
mcs90_m3D_s30.A06 0.225834 0.111094 10214 mcs90 m3D 30
mcs90_m3D_s30.A07 3.414921 1.036136 39317 mcs90 m3D 30
mcs90_m3D_s30.A08 0.079100 0.025242 14683 mcs90 m3D 30
mcs90_m3D_s30.A09 0.274984 0.185384 54669 mcs90 m3D 30
mcs90_m3D_s30.A10 0.133237 0.034116 6495 mcs90 m3D 30
mcs90_m3D_s30.A11 0.248094 0.097886 33152 mcs90 m3D 30
mcs90_m3D_s30.A12 0.291451 0.081888 38706 mcs90 m3D 30
mcs90_m3D_s30.A13 0.106587 0.055151 30306 mcs90 m3D 30
mcs90_m3D_s30.A14 0.052468 0.024724 20558 mcs90 m3D 30
mcs90_m3D_s30.A15 0.043668 0.022508 55705 mcs90 m3D 30
mcs90_m3D_s30.A16 6.322829 3.888291 54719 mcs90 m3D 30
mcs90_m3D_s30.A17 0.370185 0.114882 4780 mcs90 m3D 30
mcs90_m3D_s30.A18 0.130707 0.038770 37313 mcs90 m3D 30
mcs90_m3D_s30.A19 0.110796 0.025009 11345 mcs90 m3D 30
mcs90_m3D_s30.A20 0.241109 0.089083 71915 mcs90 m3D 30
mcs90_m3D_s30.A21 0.129520 0.062276 49459 mcs90 m3D 30
mcs90_m3D_s30.A22 0.184681 0.068114 53011 mcs90 m3D 30
mcs90_m3D_s30.A23 0.156686 0.071963 8839 mcs90 m3D 30
mcs90_m3D_s30.A24 0.321888 0.099629 9137 mcs90 m3D 30
mcs90_m3D_s30.A25 0.156446 0.067177 21526 mcs90 m3D 30
mcs90_m3D_s30.A26 0.328077 0.090004 25604 mcs90 m3D 30
mcs90_m3D_s30.A27 0.164057 0.093920 25044 mcs90 m3D 30
mcs90_m3D_s30.A28 0.317816 0.137624 58210 mcs90 m3D 30
mcs90_m3D_s30.A29 0.347716 0.193327 70427 mcs90 m3D 30
mcs90_m3D_s30.A30 0.490312 0.220200 57785 mcs90 m3D 30
mcs90_m3D_s30.A31 0.262554 0.087445 22813 mcs90 m3D 30
mcs90_m3D_s30.A32 0.281898 0.121167 38783 mcs90 m3D 30
mcs90_m3D_s30.A33 0.414888 0.142412 70322 mcs90 m3D 30
mcs90_m3D_s30.A34 0.222310 0.075586 20001 mcs90 m3D 30
mcs90_m3D_s30.A35 0.074469 0.029515 17912 mcs90 m3D 30
mcs90_m3D_s30.A36 1.071079 0.604977 29567 mcs90 m3D 30
mcs90_m3D_s30.A37 0.308235 0.135036 59650 mcs90 m3D 30
mcs90_m3D_s30.A38 0.363216 0.170897 23749 mcs90 m3D 30
mcs90_m3D_s30.A39 0.400830 0.129800 25896 mcs90 m3D 30
mcs90_m3D_s30.A40 0.242973 0.076843 24731 mcs90 m3D 30
mcs90_m3D_s30.A41 0.170651 0.063305 54201 mcs90 m3D 30
mcs90_m3D_s30.A42 0.080451 0.044809 32300 mcs90 m3D 30
mcs90_m3D_s30.A43 0.182537 0.092949 35517 mcs90 m3D 30
mcs90_m3D_s30.A44 0.358183 0.138408 22379 mcs90 m3D 30
mcs90_m3D_s30.A45 0.308466 0.080206 32631 mcs90 m3D 30
mcs90_m3D_s30.A46 0.276287 0.087026 7501 mcs90 m3D 30
mcs90_m3D_s30.A47 2.306770 1.051399 24496 mcs90 m3D 30
mcs90_m3D_s30.A48 0.085626 0.052517 7459 mcs90 m3D 30
mcs90_m3D_s30.A49 0.251801 0.082696 39901 mcs90 m3D 30
mcs90_m3D_s30.A50 0.311741 0.224143 47564 mcs90 m3D 30
mcs90_m3D_s30.A51 0.169490 0.101403 28295 mcs90 m3D 30
mcs90_m3D_s30.A52 0.270202 0.102389 11276 mcs90 m3D 30
mcs90_m3D_s30.A53 0.163753 0.098048 33271 mcs90 m3D 30
mcs90_m3D_s30.A54 0.190307 0.039440 7033 mcs90 m3D 30
mcs90_m3D_s30.A55 0.169427 0.061559 13582 mcs90 m3D 30
mcs90_m3D_s30.A56 0.077565 0.041231 48729 mcs90 m3D 30
mcs90_m3D_s30.A57 0.199204 0.072974 34418 mcs90 m3D 30
mcs90_m3D_s30.A58 0.202126 0.095071 59338 mcs90 m3D 30
mcs90_m3D_s30.A59 0.365311 0.216349 66933 mcs90 m3D 30
mcs90_m3D_s30.A60 0.345627 0.103915 38480 mcs90 m3D 30
mcs90_m3D_s30.A61 0.725614 0.332625 30275 mcs90 m3D 30
mcs90_m3D_s30.A62 0.282845 0.159462 12943 mcs90 m3D 30
mcs90_m3D_s30.A63 0.460986 0.068972 110233 mcs90 m3D 30
mcs90_m3D_s30.A64 0.270547 0.072861 129851 mcs90 m3D 30
mcs90_m3D_s30.A65 0.136743 0.030550 22571 mcs90 m3D 30
mcs90_m3D_s30.A66 0.804014 0.360223 22366 mcs90 m3D 30
mcs90_m3D_s30.A67 0.115670 0.038774 18182 mcs90 m3D 30
mcs90_m3D_s30.A68 0.201976 0.085884 35489 mcs90 m3D 30
mcs90_m3D_s30.A69 0.186797 0.073435 23501 mcs90 m3D 30
mcs90_m3D_s30.A70 0.144259 0.064142 5287 mcs90 m3D 30
mcs90_m3D_s30.A71 0.270604 0.159501 36098 mcs90 m3D 30
mcs90_m3D_s30.A72 0.252408 0.063290 2527 mcs90 m3D 30
mcs90_m3D_s30.A73 0.231328 0.104248 42648 mcs90 m3D 30
mcs90_m3D_s30.A74 0.112220 0.045559 8619 mcs90 m3D 30
mcs90_m3D_s30.A75 0.204599 0.044911 30633 mcs90 m3D 30
mcs90_m3D_s30.A76 0.238052 0.078433 44219 mcs90 m3D 30
mcs90_m3D_s30.A77 5.989100 2.706742 32479 mcs90 m3D 30
mcs90_m3D_s30.A78 0.271991 0.110901 50304 mcs90 m3D 30
mcs90_m3D_s30.A79 0.304203 0.093000 17197 mcs90 m3D 30
mcs90_m3D_s30.A80 3.095476 1.060093 19247 mcs90 m3D 30
mcs90_m3D_s30.A81 0.193824 0.079915 46223 mcs90 m3D 30
mcs90_m3D_s30.A82 0.278403 0.113365 25140 mcs90 m3D 30
mcs90_m3D_s30.A83 0.233445 0.083275 30629 mcs90 m3D 30
mcs90_m3D_s30.A84 0.086167 0.042349 14940 mcs90 m3D 30
mcs90_m3D_s30.A85 0.225775 0.131743 64379 mcs90 m3D 30
mcs90_m3D_s30.A86 0.242814 0.162506 34641 mcs90 m3D 30
mcs90_m3D_s30.A87 0.178183 0.062285 72464 mcs90 m3D 30
mcs90_m3D_s30.A88 0.345592 0.085524 48746 mcs90 m3D 30
mcs90_m3D_s30.A89 0.242610 0.071198 30009 mcs90 m3D 30
mcs90_m3D_s30.A90 0.065033 0.029837 10084 mcs90 m3D 30
mcs90_m3D_s30.A91 0.247574 0.055749 12381 mcs90 m3D 30
mcs90_m3D_s30.A92 4.397195 1.816621 39748 mcs90 m3D 30
mcs90_m3D_s30.A93 0.918753 0.489852 14023 mcs90 m3D 30
mcs90_m3D_s30.A94 0.253660 0.062000 78162 mcs90 m3D 30
mcs90_m3D_s30.A95 3.890790 1.941081 30223 mcs90 m3D 30
mcs90_m3D_s30.A96 0.321425 0.109424 55632 mcs90 m3D 30
mcs90_m3D_s30.A97 0.204874 0.085140 53544 mcs90 m3D 30
mcs90_m3D_s30.A98 5.003660 2.925155 38119 mcs90 m3D 30
mcs90_m3D_s30.A99 0.345612 0.110737 152513 mcs90 m3D 30
mcs90_m3Dr2_s10.A00 0.000693 0.000693 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A01 0.001088 0.001019 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A02 0.000484 0.000578 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A03 0.000516 0.000779 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A04 0.001045 0.001264 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A05 0.001374 0.001558 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A06 0.000972 0.001045 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A07 0.001210 0.001349 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A08 0.001074 0.000881 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A09 0.000997 0.001100 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A10 0.001290 0.001085 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A11 0.001046 0.001258 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A12 0.000983 0.000935 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A13 0.000971 0.000816 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A14 0.000611 0.000646 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A15 0.000539 0.000612 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A16 0.001245 0.001619 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A17 0.001225 0.001860 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A18 0.000707 0.000634 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A19 0.001074 0.000824 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A20 0.001557 0.001438 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A21 0.000857 0.000806 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A22 0.001397 0.001442 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A23 0.000887 0.000933 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A24 0.000964 0.001039 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A25 0.001517 0.001331 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A26 0.000840 0.000684 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A27 0.001012 0.001370 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A28 0.000976 0.000990 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A29 0.002364 0.002538 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A30 0.001133 0.001257 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A31 0.001440 0.001386 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A32 0.000742 0.000668 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A33 0.001045 0.001035 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A34 0.001485 0.001486 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A35 0.000475 0.000596 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A36 0.001234 0.001386 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A37 0.001127 0.001865 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A38 0.001510 0.001924 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A39 0.001156 0.001307 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A40 0.001019 0.001314 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A41 0.001312 0.001382 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A42 0.000989 0.001118 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A43 0.001344 0.001428 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A44 0.000720 0.000768 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A45 0.000979 0.000948 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A46 0.001108 0.001062 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A47 0.001082 0.001032 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A48 0.001303 0.001947 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A49 0.001114 0.002184 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A50 0.001153 0.001274 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A51 0.000772 0.000958 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A52 0.001248 0.001234 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A53 0.000941 0.000886 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A54 0.000953 0.001013 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A55 0.000694 0.000822 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A56 0.000686 0.000650 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A57 0.001191 0.001379 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A58 0.000777 0.000965 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A59 0.000664 0.000814 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A60 0.000989 0.000928 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A61 0.000999 0.001601 1 mcs90 m3D 10
mcs90_m3Dr2_s10.A62 0.001039 0.001006 1 mcs90 m3D 10
