mcs10_b03_s40.A42 0.067783 0.002326 0.005226 15 mcs10 bvg 40
mcs10_b03_s40.A43 0.005500 0.002284 0.004876 13 mcs10 bvg 40
mcs10_b03_s40.A44 0.006739 0.002319 0.005641 11 mcs10 bvg 40
mcs10_b03_s40.A45 0.005881 0.001954 0.004775 10 mcs10 bvg 40
mcs10_b03_s40.A46 0.006573 0.002112 0.005515 12 mcs10 bvg 40
mcs10_b03_s40.A47 0.006485 0.002217 0.005826 12 mcs10 bvg 40
mcs10_b03_s40.A48 0.006956 0.002346 0.005354 14 mcs10 bvg 40
mcs10_b03_s40.A49 0.006623 0.002338 0.005109 12 mcs10 bvg 40
mcs10_b03_s40.A50 0.006802 0.002221 0.005601 13 mcs10 bvg 40
mcs10_b03_s40.A51 0.006447 0.001909 0.004730 11 mcs10 bvg 40
mcs10_b03_s40.A52 0.005290 0.001829 0.004568 11 mcs10 bvg 40
mcs10_b03_s40.A53 0.004803 0.001819 0.004373 9 mcs10 bvg 40
mcs10_b03_s40.A54 0.005704 0.002104 0.004972 11 mcs10 bvg 40
mcs10_b03_s40.A55 0.006112 0.001949 0.004612 11 mcs10 bvg 40
mcs10_b03_s40.A56 0.015637 0.002638 0.005043 14 mcs10 bvg 40
mcs10_b03_s40.A57 0.006105 0.002348 0.004888 11 mcs10 bvg 40
mcs10_b03_s40.A58 0.005893 0.002272 0.005486 12 mcs10 bvg 40
mcs10_b03_s40.A59 0.407963 0.002314 0.005362 14 mcs10 bvg 40
mcs10_b03_s40.A60 0.008480 0.002265 0.005729 14 mcs10 bvg 40
mcs10_b03_s40.A61 0.008668 0.002170 0.004614 11 mcs10 bvg 40
mcs10_b03_s40.A62 0.004753 0.002001 0.004373 9 mcs10 bvg 40
mcs10_b03_s40.A63 0.006963 0.002392 0.005945 14 mcs10 bvg 40
mcs10_b03_s40.A64 0.008412 0.002168 0.005898 13 mcs10 bvg 40
mcs10_b03_s40.A65 0.009383 0.002553 0.005795 18 mcs10 bvg 40
mcs10_b03_s40.A66 0.005929 0.002032 0.005098 12 mcs10 bvg 40
mcs10_b03_s40.A67 0.004741 0.001746 0.004707 9 mcs10 bvg 40
mcs10_b03_s40.A68 0.006108 0.002274 0.005547 14 mcs10 bvg 40
mcs10_b03_s40.A69 0.005643 0.002134 0.005436 13 mcs10 bvg 40
mcs10_b03_s40.A70 0.007217 0.001792 0.003769 9 mcs10 bvg 40
mcs10_b03_s40.A71 0.006093 0.002047 0.004887 11 mcs10 bvg 40
mcs10_b03_s40.A72 0.015387 0.002298 0.005351 13 mcs10 bvg 40
mcs10_b03_s40.A73 0.005551 0.002304 0.005410 14 mcs10 bvg 40
mcs10_b03_s40.A74 0.006111 0.002119 0.004965 12 mcs10 bvg 40
mcs10_b03_s40.A75 0.005652 0.001994 0.004282 10 mcs10 bvg 40
mcs10_b03_s40.A76 0.004707 0.001841 0.004421 10 mcs10 bvg 40
mcs10_b03_s40.A77 0.006526 0.002369 0.006058 12 mcs10 bvg 40
mcs10_b03_s40.A78 0.006112 0.002358 0.005455 12 mcs10 bvg 40
mcs10_b03_s40.A79 0.007797 0.002165 0.005849 12 mcs10 bvg 40
mcs10_b03_s40.A80 0.008438 0.002875 0.005910 16 mcs10 bvg 40
mcs10_b03_s40.A81 0.006348 0.002380 0.005110 13 mcs10 bvg 40
mcs10_b03_s40.A82 0.007559 0.002436 0.005645 12 mcs10 bvg 40
mcs10_b03_s40.A83 0.006255 0.002192 0.005700 12 mcs10 bvg 40
mcs10_b03_s40.A84 0.005629 0.002275 0.004893 11 mcs10 bvg 40
mcs10_b03_s40.A85 0.007143 0.002360 0.005169 11 mcs10 bvg 40
mcs10_b03_s40.A86 0.006313 0.002032 0.004805 12 mcs10 bvg 40
mcs10_b03_s40.A87 0.006428 0.001954 0.004584 11 mcs10 bvg 40
mcs10_b03_s40.A88 0.006697 0.002296 0.005033 15 mcs10 bvg 40
mcs10_b03_s40.A89 0.008221 0.001921 0.004488 11 mcs10 bvg 40
mcs10_b03_s40.A90 0.008204 0.001981 0.005278 11 mcs10 bvg 40
mcs10_b03_s40.A91 0.006253 0.002193 0.005590 12 mcs10 bvg 40
mcs10_b03_s40.A92 0.007441 0.002136 0.005403 13 mcs10 bvg 40
mcs10_b03_s40.A93 0.005606 0.001790 0.004971 10 mcs10 bvg 40
mcs10_b03_s40.A94 0.005279 0.002263 0.004978 11 mcs10 bvg 40
mcs10_b03_s40.A95 0.008305 0.002399 0.005531 13 mcs10 bvg 40
mcs10_b03_s40.A96 0.006288 0.002354 0.005100 12 mcs10 bvg 40
mcs10_b03_s40.A97 0.010132 0.002219 0.005690 15 mcs10 bvg 40
mcs10_b03_s40.A98 0.015852 0.002057 0.006206 10 mcs10 bvg 40
mcs10_b03_s40.A99 0.007188 0.002138 0.005844 12 mcs10 bvg 40
mcs10_b03_s50.A00 0.014792 0.004507 0.013196 35 mcs10 bvg 50
mcs10_b03_s50.A01 0.012002 0.004032 0.011049 30 mcs10 bvg 50
mcs10_b03_s50.A02 0.024132 0.005239 0.011653 38 mcs10 bvg 50
mcs10_b03_s50.A03 0.022428 0.004078 0.011733 35 mcs10 bvg 50
mcs10_b03_s50.A04 0.022570 0.004113 0.014152 38 mcs10 bvg 50
mcs10_b03_s50.A05 0.013833 0.004562 0.011195 32 mcs10 bvg 50
mcs10_b03_s50.A06 0.018833 0.003909 0.010863 36 mcs10 bvg 50
mcs10_b03_s50.A07 0.023372 0.004742 0.012384 38 mcs10 bvg 50
mcs10_b03_s50.A08 0.011172 0.003433 0.011920 29 mcs10 bvg 50
mcs10_b03_s50.A09 0.016469 0.004299 0.014049 38 mcs10 bvg 50
mcs10_b03_s50.A10 0.094807 0.003799 0.011487 34 mcs10 bvg 50
mcs10_b03_s50.A11 0.019620 0.004385 0.013423 37 mcs10 bvg 50
mcs10_b03_s50.A12 0.014686 0.003780 0.013597 34 mcs10 bvg 50
mcs10_b03_s50.A13 0.019740 0.004134 0.011738 37 mcs10 bvg 50
mcs10_b03_s50.A14 0.024819 0.004103 0.012530 32 mcs10 bvg 50
mcs10_b03_s50.A15 0.043272 0.003864 0.011930 34 mcs10 bvg 50
mcs10_b03_s50.A16 0.055217 0.004147 0.012049 35 mcs10 bvg 50
mcs10_b03_s50.A17 0.096724 0.003911 0.011403 36 mcs10 bvg 50
mcs10_b03_s50.A18 0.014828 0.003536 0.012002 30 mcs10 bvg 50
mcs10_b03_s50.A19 0.058636 0.003476 0.010629 32 mcs10 bvg 50
mcs10_b03_s50.A20 0.063165 0.004191 0.012937 34 mcs10 bvg 50
mcs10_b03_s50.A21 0.017006 0.003907 0.013204 36 mcs10 bvg 50
mcs10_b03_s50.A22 0.081147 0.004141 0.013587 37 mcs10 bvg 50
mcs10_b03_s50.A23 0.014091 0.003979 0.013285 32 mcs10 bvg 50
mcs10_b03_s50.A24 0.016507 0.003797 0.010937 33 mcs10 bvg 50
mcs10_b03_s50.A25 0.068241 0.004068 0.010338 37 mcs10 bvg 50
mcs10_b03_s50.A26 0.013470 0.004296 0.013789 37 mcs10 bvg 50
mcs10_b03_s50.A27 0.015810 0.005082 0.012959 39 mcs10 bvg 50
mcs10_b03_s50.A28 0.070549 0.004472 0.012668 40 mcs10 bvg 50
mcs10_b03_s50.A29 0.014724 0.004135 0.010424 31 mcs10 bvg 50
mcs10_b03_s50.A30 0.283469 0.004837 0.012647 44 mcs10 bvg 50
mcs10_b03_s50.A31 0.053715 0.004048 0.014024 36 mcs10 bvg 50
mcs10_b03_s50.A32 0.015356 0.004618 0.012536 42 mcs10 bvg 50
mcs10_b03_s50.A33 0.016247 0.003861 0.011951 32 mcs10 bvg 50
mcs10_b03_s50.A34 0.018701 0.004070 0.010923 38 mcs10 bvg 50
mcs10_b03_s50.A35 0.113367 0.003888 0.011456 35 mcs10 bvg 50
mcs10_b03_s50.A36 0.020648 0.003915 0.010800 34 mcs10 bvg 50
mcs10_b03_s50.A37 0.012188 0.003695 0.010426 32 mcs10 bvg 50
mcs10_b03_s50.A38 0.009879 0.003185 0.009321 26 mcs10 bvg 50
mcs10_b03_s50.A39 0.014587 0.004057 0.011099 34 mcs10 bvg 50
mcs10_b03_s50.A40 0.012244 0.004029 0.011195 35 mcs10 bvg 50
mcs10_b03_s50.A41 0.088938 0.004005 0.012759 37 mcs10 bvg 50
mcs10_b03_s50.A42 0.012687 0.003942 0.011503 36 mcs10 bvg 50
mcs10_b03_s50.A43 0.135926 0.003891 0.010476 32 mcs10 bvg 50
mcs10_b03_s50.A44 0.077204 0.004541 0.012478 41 mcs10 bvg 50
mcs10_b03_s50.A45 0.393079 0.004154 0.014064 34 mcs10 bvg 50
mcs10_b03_s50.A46 0.015355 0.004106 0.011970 35 mcs10 bvg 50
mcs10_b03_s50.A47 0.627122 0.003932 0.011274 35 mcs10 bvg 50
mcs10_b03_s50.A48 0.013439 0.003752 0.010392 31 mcs10 bvg 50
mcs10_b03_s50.A49 0.020991 0.004692 0.015961 42 mcs10 bvg 50
mcs10_b03_s50.A50 0.010404 0.003899 0.011378 28 mcs10 bvg 50
mcs10_b03_s50.A51 0.214402 0.004861 0.012953 37 mcs10 bvg 50
mcs10_b03_s50.A52 0.019921 0.004222 0.013435 39 mcs10 bvg 50
mcs10_b03_s50.A53 0.012931 0.003871 0.011113 33 mcs10 bvg 50
mcs10_b03_s50.A54 0.019059 0.004060 0.011309 37 mcs10 bvg 50
mcs10_b03_s50.A55 0.021054 0.003986 0.013385 35 mcs10 bvg 50
mcs10_b03_s50.A56 0.021214 0.003900 0.011674 36 mcs10 bvg 50
mcs10_b03_s50.A57 0.031321 0.003868 0.011128 34 mcs10 bvg 50
mcs10_b03_s50.A58 0.050076 0.004127 0.011323 38 mcs10 bvg 50
mcs10_b03_s50.A59 0.015671 0.004372 0.011305 31 mcs10 bvg 50
mcs10_b03_s50.A60 0.029232 0.003367 0.009921 29 mcs10 bvg 50
mcs10_b03_s50.A61 0.016001 0.003761 0.012814 33 mcs10 bvg 50
mcs10_b03_s50.A62 0.109214 0.003994 0.011963 35 mcs10 bvg 50
mcs10_b03_s50.A63 0.202607 0.003886 0.010501 36 mcs10 bvg 50
mcs10_b03_s50.A64 0.018170 0.003711 0.013171 36 mcs10 bvg 50
mcs10_b03_s50.A65 0.013819 0.004707 0.011237 36 mcs10 bvg 50
mcs10_b03_s50.A66 0.022723 0.003528 0.010358 33 mcs10 bvg 50
mcs10_b03_s50.A67 0.013584 0.004009 0.011798 32 mcs10 bvg 50
mcs10_b03_s50.A68 0.219645 0.004023 0.010644 35 mcs10 bvg 50
mcs10_b03_s50.A69 0.023609 0.004540 0.011989 41 mcs10 bvg 50
mcs10_b03_s50.A70 0.012771 0.003741 0.011453 31 mcs10 bvg 50
mcs10_b03_s50.A71 0.020307 0.003666 0.012519 32 mcs10 bvg 50
mcs10_b03_s50.A72 0.015863 0.003848 0.012870 33 mcs10 bvg 50
mcs10_b03_s50.A73 0.105273 0.003938 0.013222 35 mcs10 bvg 50
mcs10_b03_s50.A74 0.034166 0.004331 0.010745 33 mcs10 bvg 50
mcs10_b03_s50.A75 0.017130 0.004089 0.011028 32 mcs10 bvg 50
mcs10_b03_s50.A76 0.041069 0.004479 0.011627 35 mcs10 bvg 50
mcs10_b03_s50.A77 0.013657 0.004754 0.012197 36 mcs10 bvg 50
mcs10_b03_s50.A78 0.031632 0.003829 0.013315 32 mcs10 bvg 50
mcs10_b03_s50.A79 0.050360 0.004815 0.011382 38 mcs10 bvg 50
mcs10_b03_s50.A80 0.041667 0.004024 0.011026 31 mcs10 bvg 50
mcs10_b03_s50.A81 0.013484 0.004019 0.012097 31 mcs10 bvg 50
mcs10_b03_s50.A82 0.018565 0.004240 0.011803 40 mcs10 bvg 50
mcs10_b03_s50.A83 0.011987 0.003577 0.010872 31 mcs10 bvg 50
mcs10_b03_s50.A84 0.018758 0.003583 0.010411 30 mcs10 bvg 50
mcs10_b03_s50.A85 0.018698 0.003652 0.012480 34 mcs10 bvg 50
mcs10_b03_s50.A86 0.042688 0.004277 0.010996 39 mcs10 bvg 50
mcs10_b03_s50.A87 0.016927 0.003855 0.012960 34 mcs10 bvg 50
mcs10_b03_s50.A88 0.044115 0.005102 0.013978 45 mcs10 bvg 50
mcs10_b03_s50.A89 0.018750 0.003921 0.011811 36 mcs10 bvg 50
mcs10_b03_s50.A90 0.034878 0.003693 0.010629 32 mcs10 bvg 50
mcs10_b03_s50.A91 0.037705 0.004025 0.010780 38 mcs10 bvg 50
mcs10_b03_s50.A92 0.012683 0.003604 0.011644 31 mcs10 bvg 50
mcs10_b03_s50.A93 0.097062 0.004447 0.012837 42 mcs10 bvg 50
mcs10_b03_s50.A94 0.017507 0.004529 0.014842 38 mcs10 bvg 50
mcs10_b03_s50.A95 0.016134 0.003997 0.014202 36 mcs10 bvg 50
mcs10_b03_s50.A96 0.023034 0.003568 0.010428 31 mcs10 bvg 50
mcs10_b03_s50.A97 0.039656 0.005042 0.015190 41 mcs10 bvg 50
mcs10_b03_s50.A98 0.023547 0.004156 0.012896 34 mcs10 bvg 50
mcs10_b03_s50.A99 0.042984 0.004062 0.012476 37 mcs10 bvg 50
mcs10_b03_s60.A00 35.082726 0.003348 0.012512 24 mcs10 bvg 60
mcs10_b03_s60.A01 0.010551 0.002779 0.008886 18 mcs10 bvg 60
mcs10_b03_s60.A02 0.015999 0.003004 0.012761 21 mcs10 bvg 60
mcs10_b03_s60.A03 0.013125 0.003300 0.012632 22 mcs10 bvg 60
mcs10_b03_s60.A04 0.010295 0.002672 0.008781 17 mcs10 bvg 60
mcs10_b03_s60.A05 0.022858 0.003293 0.010556 24 mcs10 bvg 60
mcs10_b03_s60.A06 0.009782 0.002927 0.008098 19 mcs10 bvg 60
mcs10_b03_s60.A07 0.013197 0.003312 0.012902 24 mcs10 bvg 60
mcs10_b03_s60.A08 0.017934 0.002978 0.010024 20 mcs10 bvg 60
mcs10_b03_s60.A09 0.018733 0.003581 0.012555 25 mcs10 bvg 60
mcs10_b03_s60.A10 0.019712 0.003615 0.013619 20 mcs10 bvg 60
mcs10_b03_s60.A11 0.012378 0.003191 0.009950 18 mcs10 bvg 60
mcs10_b03_s60.A12 0.013652 0.002778 0.009872 18 mcs10 bvg 60
mcs10_b03_s60.A13 0.013968 0.002836 0.009824 19 mcs10 bvg 60
mcs10_b03_s60.A14 0.021655 0.002940 0.013452 21 mcs10 bvg 60
mcs10_b03_s60.A15 0.018325 0.003835 0.012409 24 mcs10 bvg 60
mcs10_b03_s60.A16 0.019098 0.003690 0.010945 23 mcs10 bvg 60
mcs10_b03_s60.A17 0.015803 0.002609 0.009225 17 mcs10 bvg 60
mcs10_b03_s60.A18 0.015087 0.002544 0.011022 17 mcs10 bvg 60
mcs10_b03_s60.A19 0.008542 0.002915 0.008891 18 mcs10 bvg 60
mcs10_b03_s60.A20 0.016874 0.003112 0.013595 18 mcs10 bvg 60
mcs10_b03_s60.A21 0.012179 0.002920 0.009553 21 mcs10 bvg 60
mcs10_b03_s60.A22 0.027327 0.003001 0.009533 23 mcs10 bvg 60
mcs10_b03_s60.A23 9.176937 0.004098 0.011103 26 mcs10 bvg 60
mcs10_b03_s60.A24 0.016909 0.003548 0.012658 27 mcs10 bvg 60
mcs10_b03_s60.A25 0.011008 0.003394 0.010968 22 mcs10 bvg 60
mcs10_b03_s60.A26 0.023762 0.003595 0.012654 19 mcs10 bvg 60
mcs10_b03_s60.A27 0.025264 0.003541 0.015237 17 mcs10 bvg 60
mcs10_b03_s60.A28 0.017983 0.003366 0.012600 23 mcs10 bvg 60
mcs10_b03_s60.A29 0.011242 0.003062 0.010261 23 mcs10 bvg 60
mcs10_b03_s60.A30 0.009867 0.002818 0.008880 20 mcs10 bvg 60
mcs10_b03_s60.A31 0.011235 0.002560 0.010243 16 mcs10 bvg 60
mcs10_b03_s60.A32 0.014890 0.002632 0.011945 16 mcs10 bvg 60
mcs10_b03_s60.A33 0.015091 0.003553 0.011854 20 mcs10 bvg 60
mcs10_b03_s60.A34 0.016822 0.003329 0.010364 20 mcs10 bvg 60
mcs10_b03_s60.A35 0.015956 0.003121 0.010725 19 mcs10 bvg 60
mcs10_b03_s60.A36 0.012681 0.002741 0.011024 18 mcs10 bvg 60
mcs10_b03_s60.A37 0.017115 0.003285 0.012258 20 mcs10 bvg 60
mcs10_b03_s60.A38 0.020285 0.002965 0.010714 21 mcs10 bvg 60
mcs10_b03_s60.A39 0.012195 0.003163 0.010412 23 mcs10 bvg 60
mcs10_b03_s60.A40 0.008093 0.002552 0.008195 16 mcs10 bvg 60
mcs10_b03_s60.A41 0.012081 0.003502 0.009296 23 mcs10 bvg 60
mcs10_b03_s60.A42 0.014925 0.002615 0.008795 16 mcs10 bvg 60
mcs10_b03_s60.A43 0.009982 0.002748 0.008194 18 mcs10 bvg 60
mcs10_b03_s60.A44 0.011355 0.002606 0.010089 16 mcs10 bvg 60
mcs10_b03_s60.A45 0.013312 0.003651 0.011650 24 mcs10 bvg 60
mcs10_b03_s60.A46 0.014410 0.003824 0.011654 24 mcs10 bvg 60
mcs10_b03_s60.A47 0.099437 0.003339 0.009746 19 mcs10 bvg 60
mcs10_b03_s60.A48 0.011959 0.003319 0.010861 20 mcs10 bvg 60
mcs10_b03_s60.A49 0.009648 0.003109 0.008722 19 mcs10 bvg 60
mcs10_b03_s60.A50 0.012472 0.002954 0.008919 23 mcs10 bvg 60
mcs10_b03_s60.A51 0.015164 0.003198 0.012644 25 mcs10 bvg 60
mcs10_b03_s60.A52 0.012311 0.003316 0.011042 19 mcs10 bvg 60
mcs10_b03_s60.A53 0.015523 0.003439 0.011948 22 mcs10 bvg 60
mcs10_b03_s60.A54 0.012385 0.003126 0.009631 18 mcs10 bvg 60
mcs10_b03_s60.A55 0.011966 0.003285 0.009541 20 mcs10 bvg 60
mcs10_b03_s60.A56 0.013215 0.003715 0.011116 24 mcs10 bvg 60
mcs10_b03_s60.A57 0.016158 0.003428 0.011594 22 mcs10 bvg 60
mcs10_b03_s60.A58 0.016993 0.003224 0.010302 22 mcs10 bvg 60
mcs10_b03_s60.A59 0.019156 0.003059 0.014673 20 mcs10 bvg 60
mcs10_b03_s60.A60 0.012112 0.003561 0.011495 21 mcs10 bvg 60
mcs10_b03_s60.A61 0.011931 0.003277 0.008853 22 mcs10 bvg 60
mcs10_b03_s60.A62 0.013682 0.002976 0.011639 21 mcs10 bvg 60
mcs10_b03_s60.A63 0.010968 0.003014 0.010607 20 mcs10 bvg 60
mcs10_b03_s60.A64 0.010725 0.002925 0.011330 16 mcs10 bvg 60
mcs10_b03_s60.A65 0.017096 0.003312 0.010584 20 mcs10 bvg 60
mcs10_b03_s60.A66 0.012010 0.002857 0.010505 20 mcs10 bvg 60
mcs10_b03_s60.A67 0.014949 0.002704 0.009732 19 mcs10 bvg 60
mcs10_b03_s60.A68 0.019158 0.003192 0.011803 20 mcs10 bvg 60
mcs10_b03_s60.A69 0.020326 0.003012 0.012556 20 mcs10 bvg 60
mcs10_b03_s60.A70 0.013387 0.003374 0.011472 21 mcs10 bvg 60
mcs10_b03_s60.A71 0.472563 0.002922 0.012312 18 mcs10 bvg 60
mcs10_b03_s60.A72 0.013612 0.003097 0.012877 22 mcs10 bvg 60
mcs10_b03_s60.A73 0.013448 0.003373 0.011068 21 mcs10 bvg 60
mcs10_b03_s60.A74 0.008776 0.002961 0.009741 19 mcs10 bvg 60
mcs10_b03_s60.A75 0.015655 0.003124 0.009785 19 mcs10 bvg 60
mcs10_b03_s60.A76 0.011766 0.003499 0.009555 20 mcs10 bvg 60
mcs10_b03_s60.A77 0.012072 0.002813 0.009611 19 mcs10 bvg 60
mcs10_b03_s60.A78 0.013403 0.003648 0.010949 28 mcs10 bvg 60
mcs10_b03_s60.A79 0.010196 0.002896 0.010478 15 mcs10 bvg 60
mcs10_b03_s60.A80 0.015280 0.003368 0.013460 25 mcs10 bvg 60
mcs10_b03_s60.A81 0.007665 0.002752 0.008117 14 mcs10 bvg 60
mcs10_b03_s60.A82 0.010202 0.002341 0.008302 15 mcs10 bvg 60
mcs10_b03_s60.A83 0.011630 0.002763 0.008974 20 mcs10 bvg 60
mcs10_b03_s60.A84 0.016497 0.002812 0.013299 19 mcs10 bvg 60
mcs10_b03_s60.A85 0.016437 0.002868 0.013344 21 mcs10 bvg 60
mcs10_b03_s60.A86 0.014153 0.002843 0.011537 21 mcs10 bvg 60
mcs10_b03_s60.A87 0.494304 0.002779 0.009669 18 mcs10 bvg 60
mcs10_b03_s60.A88 0.015297 0.003250 0.014782 24 mcs10 bvg 60
mcs10_b03_s60.A89 0.017435 0.002615 0.011040 17 mcs10 bvg 60
mcs10_b03_s60.A90 0.010361 0.002603 0.008893 18 mcs10 bvg 60
mcs10_b03_s60.A91 0.013232 0.003192 0.010203 19 mcs10 bvg 60
mcs10_b03_s60.A92 0.011702 0.002654 0.009272 18 mcs10 bvg 60
mcs10_b03_s60.A93 0.012690 0.002880 0.009978 14 mcs10 bvg 60
mcs10_b03_s60.A94 0.015727 0.003429 0.012305 18 mcs10 bvg 60
mcs10_b03_s60.A95 0.010676 0.002892 0.009754 18 mcs10 bvg 60
mcs10_b03_s60.A96 0.012631 0.003328 0.011705 20 mcs10 bvg 60
mcs10_b03_s60.A97 0.017326 0.003213 0.012411 16 mcs10 bvg 60
mcs10_b03_s60.A98 0.022196 0.002934 0.011233 21 mcs10 bvg 60
mcs10_b03_s60.A99 0.013396 0.002994 0.013350 22 mcs10 bvg 60
mcs10_b03_s70.A00 0.020129 0.004605 0.018406 39 mcs10 bvg 70
mcs10_b03_s70.A01 0.021612 0.004881 0.017398 41 mcs10 bvg 70
mcs10_b03_s70.A02 0.314299 0.005070 0.017485 39 mcs10 bvg 70
mcs10_b03_s70.A03 0.022891 0.004620 0.017163 39 mcs10 bvg 70
mcs10_b03_s70.A04 0.045118 0.004987 0.019402 48 mcs10 bvg 70
mcs10_b03_s70.A05 0.024022 0.004835 0.019742 36 mcs10 bvg 70
mcs10_b03_s70.A06 0.022436 0.005533 0.016061 45 mcs10 bvg 70
mcs10_b03_s70.A07 0.021978 0.004414 0.017132 34 mcs10 bvg 70
mcs10_b03_s70.A08 0.043435 0.005402 0.017649 56 mcs10 bvg 70
mcs10_b03_s70.A09 0.020374 0.004164 0.016852 37 mcs10 bvg 70
mcs10_b03_s70.A10 0.024289 0.004589 0.018426 40 mcs10 bvg 70
mcs10_b03_s70.A11 0.030344 0.005142 0.018931 43 mcs10 bvg 70
mcs10_b03_s70.A12 0.028986 0.004184 0.017169 40 mcs10 bvg 70
mcs10_b03_s70.A13 0.029300 0.004147 0.017395 40 mcs10 bvg 70
mcs10_b03_s70.A14 0.026918 0.005410 0.017273 46 mcs10 bvg 70
mcs10_b03_s70.A15 0.021673 0.004537 0.019595 37 mcs10 bvg 70
mcs10_b03_s70.A16 0.027414 0.004282 0.020540 39 mcs10 bvg 70
mcs10_b03_s70.A17 0.025187 0.005021 0.018290 36 mcs10 bvg 70
mcs10_b03_s70.A18 0.461796 0.005134 0.019303 48 mcs10 bvg 70
mcs10_b03_s70.A19 0.021157 0.004901 0.017366 38 mcs10 bvg 70
mcs10_b03_s70.A20 0.025384 0.004713 0.017556 41 mcs10 bvg 70
mcs10_b03_s70.A21 0.024830 0.004871 0.019049 45 mcs10 bvg 70
mcs10_b03_s70.A22 0.016058 0.003577 0.014639 32 mcs10 bvg 70
mcs10_b03_s70.A23 0.024745 0.004525 0.017564 43 mcs10 bvg 70
mcs10_b03_s70.A24 0.030169 0.004371 0.019569 42 mcs10 bvg 70
mcs10_b03_s70.A25 0.176000 0.004122 0.018461 38 mcs10 bvg 70
mcs10_b03_s70.A26 0.018072 0.003669 0.014235 36 mcs10 bvg 70
mcs10_b03_s70.A27 0.019972 0.004302 0.017695 41 mcs10 bvg 70
mcs10_b03_s70.A28 0.024185 0.004842 0.018104 43 mcs10 bvg 70
mcs10_b03_s70.A29 0.024260 0.005039 0.017427 42 mcs10 bvg 70
mcs10_b03_s70.A30 0.019828 0.004802 0.019351 47 mcs10 bvg 70
mcs10_b03_s70.A31 0.020886 0.004493 0.019134 40 mcs10 bvg 70
mcs10_b03_s70.A32 0.025940 0.004119 0.018312 38 mcs10 bvg 70
